Overall,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
71,53,53,53,52,54,54,54,52,56,56,56,55,62,62,62,55,63,68,68,68,63,65,69,69,69,65,33,27,66,69,60,51,36,32,66,55,70,69,58,65,64,69,78,77,78,61,59,70,32,67,42,60,68,76,69,6,6,13,9,12,B
71,59,59,59,62,60,60,60,62,61,61,61,64,64,64,64,64,69,69,69,69,69,69,69,69,69,69,67,45,66,72,51,61,53,45,71,67,67,73,71,67,57,48,51,73,77,46,65,66,59,51,61,63,71,73,72,8,8,7,12,8,B
71,60,60,60,64,62,62,62,64,63,63,63,66,64,64,64,66,70,67,67,67,70,69,67,67,67,69,68,38,57,66,44,68,59,55,61,65,81,83,75,70,63,61,67,76,70,49,69,66,62,59,44,64,68,71,69,10,11,14,12,16,B
71,46,46,46,53,49,49,49,53,51,51,51,57,55,55,55,57,69,66,66,66,69,70,70,70,70,70,69,23,48,65,25,45,39,39,42,58,68,78,66,69,52,25,84,82,79,17,78,70,48,44,40,64,72,73,75,9,10,13,11,12,B
71,60,60,60,62,60,60,60,62,61,61,61,63,64,64,64,63,69,68,68,68,69,69,70,70,70,69,74,45,66,65,44,62,65,45,60,64,62,65,67,72,59,61,87,76,71,60,71,71,58,59,51,65,68,73,72,13,14,14,14,12,B
71,59,59,59,64,62,62,62,64,63,63,63,65,63,63,63,65,70,66,66,66,70,70,66,66,66,70,67,41,52,66,48,69,42,46,55,67,74,81,87,72,86,66,84,78,49,45,70,72,61,55,43,70,68,69,70,14,11,7,13,12,B
71,43,43,43,39,40,40,40,39,40,40,40,41,46,46,46,41,57,61,61,61,57,59,69,69,69,59,29,24,68,51,20,42,29,25,37,46,38,47,37,68,38,43,66,70,90,30,75,70,23,30,35,62,70,71,69,14,10,14,11,11,B
71,65,65,65,67,66,66,66,67,66,66,66,68,66,66,66,68,70,69,69,69,70,70,71,71,71,70,69,57,58,61,57,72,72,65,62,67,78,77,70,71,70,69,82,78,77,64,90,73,64,64,59,66,69,72,67,9,11,9,16,8,B
71,59,59,59,60,58,58,58,60,57,57,57,62,59,59,59,62,69,66,66,66,69,69,68,68,68,69,71,48,55,60,19,57,59,61,59,64,74,79,72,64,69,77,89,92,80,55,76,69,47,43,63,60,71,68,65,14,14,12,14,15,B
71,53,53,53,51,51,51,51,51,52,52,52,53,56,56,56,53,61,64,64,64,61,63,70,70,70,63,53,28,67,55,54,47,32,35,60,62,60,65,51,62,54,65,77,54,90,61,74,72,36,56,35,67,70,68,68,7,16,12,7,14,B
70,53,53,53,61,58,58,58,61,59,59,59,64,60,60,60,64,68,65,65,65,68,68,66,66,66,68,65,25,54,64,19,67,52,34,56,68,79,84,77,67,71,32,77,77,64,22,76,65,66,47,41,61,65,69,67,9,8,12,10,15,B
70,53,53,53,57,55,55,55,57,55,55,55,59,57,57,57,59,66,65,65,65,66,67,69,69,69,67,62,35,68,64,23,62,41,44,56,65,69,76,63,62,69,48,72,62,70,35,70,68,42,44,45,65,69,72,70,11,13,10,15,15,B
70,57,57,57,62,60,60,60,62,60,60,60,65,62,62,62,65,69,66,66,66,69,68,65,65,65,68,69,42,62,71,28,68,49,37,68,64,76,78,60,62,62,38,63,73,51,32,67,71,68,42,41,63,70,68,64,8,12,9,12,12,B
70,58,58,58,56,59,59,59,56,60,60,60,59,65,65,65,59,64,68,68,68,64,64,69,69,69,64,45,29,68,69,29,65,35,35,69,64,56,53,32,64,32,66,30,70,93,62,63,73,65,59,44,55,63,70,72,14,6,16,8,7,B
70,49,49,49,43,45,45,45,43,46,46,46,46,53,53,53,46,59,64,64,64,59,62,69,69,69,62,35,31,73,63,40,32,43,38,55,62,43,50,31,66,47,48,39,62,84,42,65,67,31,33,44,54,70,73,71,7,10,13,10,16,B
70,54,54,54,53,53,53,53,53,54,54,54,55,58,58,58,55,62,65,65,65,62,63,68,68,68,63,39,39,64,63,39,53,60,60,69,52,70,71,67,57,68,53,83,72,80,51,69,70,49,47,35,63,71,68,67,13,15,9,16,11,B
70,66,66,66,66,66,66,66,66,66,66,66,68,67,67,67,68,68,68,68,68,68,69,68,68,68,69,64,56,73,69,53,66,59,52,65,70,74,74,72,69,74,65,86,82,69,54,70,63,68,65,43,68,64,70,67,13,9,7,8,12,B
70,51,51,51,47,48,48,48,47,48,48,48,49,52,52,52,49,60,63,63,63,60,63,69,69,69,63,35,29,74,65,28,39,23,26,48,63,59,64,58,64,59,46,83,62,78,24,65,67,44,26,37,53,65,73,67,7,12,15,15,6,B
70,59,59,59,60,59,59,59,60,59,59,59,62,60,60,60,62,68,66,66,66,68,69,68,68,68,69,69,42,62,68,40,54,65,41,62,64,77,88,73,62,61,75,88,77,71,52,79,63,49,50,46,61,66,68,72,7,8,13,13,10,B
70,52,52,52,50,50,50,50,50,49,49,49,52,53,53,53,52,61,62,62,62,61,62,68,68,68,62,59,35,72,60,35,50,56,58,53,56,56,58,36,70,38,62,67,62,81,34,87,57,34,38,42,58,68,70,65,6,10,13,13,15,B
70,61,61,61,66,63,63,63,66,64,64,64,67,64,64,64,67,68,66,66,66,68,68,65,65,65,68,75,52,57,64,58,67,57,67,70,68,75,71,77,67,68,57,52,65,58,48,68,68,70,56,57,57,69,71,68,8,10,9,7,14,B
70,46,46,46,45,45,45,45,45,48,48,48,48,52,52,52,48,61,64,64,64,61,64,69,69,69,64,25,24,75,57,25,36,27,30,49,55,73,74,71,67,64,36,80,79,75,36,70,72,22,49,32,67,68,68,68,15,16,12,10,7,B
70,53,53,53,54,54,54,54,54,55,55,55,57,59,59,59,57,65,67,67,67,65,66,69,69,69,66,45,27,68,68,40,56,32,25,62,67,73,74,68,62,62,65,78,71,76,22,70,68,35,52,41,59,72,68,67,15,14,9,12,11,B
70,53,53,53,47,51,51,51,47,51,51,51,50,57,57,57,50,56,64,64,64,56,58,69,69,69,58,38,42,71,65,30,48,21,39,65,52,35,39,31,64,43,54,69,53,88,34,77,64,54,52,60,61,70,69,65,14,11,13,16,12,B
70,55,55,55,61,59,59,59,61,60,60,60,62,62,62,62,62,68,66,66,66,68,68,66,66,66,68,74,29,51,72,22,57,60,65,54,72,71,68,60,72,63,66,61,53,66,65,59,70,49,53,43,55,69,70,71,7,14,15,15,9,B
70,52,52,52,46,49,49,49,46,50,50,50,48,55,55,55,48,59,64,64,64,59,61,68,68,68,61,32,36,72,58,11,35,43,38,57,55,42,59,67,68,60,66,77,74,88,46,70,68,43,50,45,55,55,72,72,14,16,13,15,15,B
70,63,63,63,67,65,65,65,67,65,65,65,69,65,65,65,69,70,66,66,66,70,69,64,64,64,69,69,54,57,68,40,75,59,46,54,70,77,80,73,67,67,59,72,90,72,43,58,66,61,63,44,68,58,66,67,7,14,11,10,14,B
70,59,59,59,65,62,62,62,65,64,64,64,67,64,64,64,67,69,65,65,65,69,69,64,64,64,69,68,48,58,63,31,66,46,42,65,65,90,85,78,66,65,45,71,79,60,60,65,68,58,62,46,55,63,68,64,13,11,15,12,6,B
70,57,57,57,62,60,60,60,62,62,62,62,64,65,65,65,64,69,69,69,69,69,68,69,69,69,68,66,30,50,68,48,70,63,58,65,68,69,72,59,71,70,66,59,67,79,46,75,70,51,65,55,75,70,72,70,9,10,9,13,7,B
70,41,41,41,36,38,38,38,36,38,38,38,38,43,43,43,38,52,58,58,58,52,55,68,68,68,55,28,18,72,51,17,33,28,22,34,46,36,34,37,66,39,33,52,39,88,11,76,64,34,36,35,56,69,73,69,16,10,10,9,14,B
70,58,58,58,56,57,57,57,56,58,58,58,57,61,61,61,57,63,66,66,66,63,64,69,69,69,64,54,42,72,61,51,56,39,29,60,68,53,54,61,67,52,67,54,61,76,56,72,66,52,58,49,70,71,71,69,10,12,6,16,7,B
70,61,61,61,66,63,63,63,66,63,63,63,66,63,63,63,66,69,66,66,66,69,69,67,67,67,69,74,50,55,68,38,74,65,68,58,74,75,68,68,62,62,64,60,67,67,66,64,64,56,44,52,66,72,72,72,10,7,10,14,6,B
70,48,48,48,59,55,55,55,59,58,58,58,63,61,61,61,63,69,66,66,66,69,68,66,66,66,68,69,18,52,69,17,67,45,53,58,72,72,69,68,67,84,16,65,70,62,22,72,68,58,49,51,69,66,68,73,16,6,16,9,13,B
70,50,50,50,53,51,51,51,53,53,53,53,58,58,58,58,58,68,67,67,67,68,68,71,71,71,68,65,17,70,65,23,55,43,36,55,63,68,59,57,66,64,46,82,83,81,25,73,70,48,47,51,58,72,71,71,16,15,13,8,15,B
70,58,58,58,63,61,61,61,63,63,63,63,65,65,65,65,65,69,68,68,68,69,68,67,67,67,68,73,39,59,71,48,69,57,44,68,71,65,63,65,58,63,55,70,75,63,62,72,64,66,52,52,62,68,71,76,11,10,6,16,14,B
70,56,56,56,59,57,57,57,59,57,57,57,61,60,60,60,61,68,66,66,66,68,68,69,69,69,68,68,40,67,65,35,66,39,32,57,62,68,74,61,66,61,44,83,73,75,48,71,72,49,46,47,60,66,69,69,7,9,6,10,10,B
70,49,49,49,42,45,45,45,42,43,43,43,42,48,48,48,42,57,60,60,60,57,60,69,69,69,60,26,30,68,50,38,39,62,78,34,54,49,53,44,56,41,77,67,68,86,62,63,77,25,35,77,52,67,73,69,12,12,8,6,10,B
70,53,53,53,57,55,55,55,57,57,57,57,59,60,60,60,59,65,66,66,66,65,66,68,68,68,66,63,38,67,66,25,58,48,33,61,66,62,63,63,67,58,44,79,62,75,33,67,71,42,59,37,68,69,68,66,13,7,12,10,11,B
70,44,44,44,39,40,40,40,39,40,40,40,42,47,47,47,42,57,62,62,62,57,60,69,69,69,60,30,21,73,66,19,32,25,26,52,48,53,60,38,63,41,52,49,61,92,27,71,65,17,21,32,69,69,71,67,13,10,12,10,15,B
70,45,45,45,40,42,42,42,40,42,42,42,43,48,48,48,43,56,61,61,61,56,59,69,69,69,59,27,24,75,57,24,42,23,24,48,48,47,52,37,62,35,49,54,63,90,32,71,67,22,32,30,53,70,71,68,15,9,11,15,10,B
70,65,65,65,70,68,68,68,70,68,68,68,70,66,66,66,70,70,66,66,66,70,69,64,64,64,69,73,57,56,68,53,74,69,70,60,72,83,82,78,66,79,73,40,71,53,64,71,65,65,64,68,67,70,68,64,15,15,11,9,15,B
70,49,49,49,51,51,51,51,51,55,55,55,54,60,60,60,54,62,67,67,67,62,63,69,69,69,63,32,23,69,69,28,56,21,26,72,61,61,68,61,66,60,50,75,65,75,31,69,68,31,59,37,60,69,70,68,13,10,10,9,10,B
70,47,47,47,46,46,46,46,46,48,48,48,49,53,53,53,49,60,64,64,64,60,62,69,69,69,62,32,28,68,66,34,46,41,54,63,53,62,65,61,66,41,45,70,59,78,35,68,65,20,38,59,71,70,75,69,15,11,7,12,14,B
70,56,56,56,62,60,60,60,62,63,63,63,65,65,65,65,65,69,68,68,68,69,69,68,68,68,69,64,30,63,69,35,67,69,34,67,71,75,67,70,64,83,46,76,74,65,47,66,66,60,64,44,67,72,70,74,15,16,14,16,6,B
70,43,43,43,36,39,39,39,36,40,40,40,39,47,47,47,39,54,62,62,62,54,57,69,69,69,57,28,22,71,62,41,31,27,36,41,55,34,31,51,62,33,63,45,56,92,15,77,65,12,37,39,63,68,75,63,12,6,14,15,9,B
70,54,54,54,56,55,55,55,56,57,57,57,59,61,61,61,59,67,69,69,69,67,68,73,73,73,68,52,24,72,68,32,55,34,26,66,66,68,74,60,68,64,34,86,69,88,28,74,71,59,49,39,69,68,75,73,7,15,8,11,12,B
70,43,43,43,40,41,41,41,40,42,42,42,43,48,48,48,43,57,61,61,61,57,61,68,68,68,61,14,14,68,53,11,44,21,20,54,51,61,70,59,61,63,49,73,64,68,38,67,68,20,23,42,67,74,74,71,11,8,7,9,12,B
70,44,44,44,43,43,43,43,43,43,43,43,46,48,48,48,46,60,62,62,62,60,63,69,69,69,63,29,20,67,53,28,40,24,25,49,54,65,67,55,58,54,38,83,71,71,17,69,70,33,31,34,47,74,75,71,10,9,13,6,12,B
70,47,47,47,47,47,47,47,47,50,50,50,51,55,55,55,51,61,65,65,65,61,63,69,69,69,63,35,21,67,62,20,50,22,28,59,55,64,75,52,63,56,50,66,68,87,23,73,66,24,54,31,59,67,71,70,15,14,8,13,10,B
70,46,46,46,41,42,42,42,41,41,41,41,42,45,45,45,42,56,59,59,59,56,59,68,68,68,59,24,36,69,44,21,38,22,20,43,49,54,63,56,64,58,44,81,60,82,24,63,68,24,30,37,66,71,73,68,15,14,5,13,7,B
70,48,48,48,57,52,52,52,57,54,54,54,59,58,58,58,59,68,66,66,66,68,68,67,67,67,68,64,34,54,66,29,66,55,21,61,67,77,77,64,65,65,26,70,68,70,29,71,71,21,41,37,52,65,72,70,9,11,13,8,12,B
70,57,57,57,63,60,60,60,63,61,61,61,65,61,61,61,65,69,64,64,64,69,68,63,63,63,68,70,35,54,63,38,71,43,57,57,69,79,83,76,65,75,54,70,81,58,48,59,62,56,50,55,67,68,66,67,9,9,8,10,11,B
70,54,54,54,56,54,54,54,56,54,54,54,59,56,56,56,59,67,64,64,64,67,68,69,69,69,68,63,30,70,60,35,60,40,35,57,60,75,75,60,69,67,40,75,68,75,37,61,70,55,33,48,58,69,72,70,9,10,5,6,8,B
70,58,58,58,65,63,63,63,65,62,62,62,66,62,62,62,66,70,63,63,63,70,69,60,60,60,69,66,41,48,64,56,70,67,38,53,71,85,88,79,70,82,65,72,89,37,61,66,62,53,49,46,52,61,65,66,9,10,11,13,10,B
70,45,45,45,40,41,41,41,40,42,42,42,42,48,48,48,42,56,62,62,62,56,59,68,68,68,59,25,25,71,53,23,38,29,27,61,52,46,62,45,62,61,55,67,51,75,25,75,75,21,29,60,64,67,70,68,11,12,12,14,13,B
70,46,46,46,36,40,40,40,36,38,38,38,40,47,47,47,40,55,61,61,61,55,59,68,68,68,59,24,25,74,45,40,37,30,36,47,50,36,42,30,65,30,68,32,70,90,24,61,75,21,32,40,57,73,74,63,8,9,9,14,15,B
70,53,53,53,52,52,52,52,52,51,51,51,54,56,56,56,54,64,65,65,65,64,63,68,68,68,63,61,33,65,64,34,55,39,29,48,65,45,35,53,74,69,56,59,75,78,50,75,68,46,31,55,74,73,70,61,13,10,11,15,10,B
70,55,55,55,56,56,56,56,56,58,58,58,59,63,63,63,59,65,69,69,69,65,66,68,68,68,66,48,41,65,68,37,61,45,25,69,65,53,53,58,71,63,52,68,81,69,34,71,70,53,52,37,67,68,70,72,10,6,11,7,13,B
70,64,64,64,67,66,66,66,67,66,66,66,68,66,66,66,68,69,66,66,66,69,69,64,64,64,69,63,61,54,67,62,66,67,62,59,67,77,76,77,72,74,66,72,87,53,56,65,65,68,62,59,73,67,68,68,12,6,8,6,11,B
70,59,59,59,62,61,61,61,62,61,61,61,64,63,63,63,64,69,66,66,66,69,68,65,65,65,68,67,36,50,66,44,70,71,67,60,71,73,72,74,69,73,75,63,78,70,62,65,69,50,45,61,63,64,69,68,12,14,9,8,13,B
70,61,61,61,65,63,63,63,65,64,64,64,67,65,65,65,67,69,67,67,67,69,69,67,67,67,69,68,46,62,70,33,68,63,44,65,67,76,79,65,67,66,57,82,85,75,46,67,65,63,59,45,63,64,66,67,15,11,14,10,10,B
70,51,51,51,52,52,52,52,52,54,54,54,54,58,58,58,54,62,65,65,65,62,63,68,68,68,63,40,41,65,60,35,60,24,42,56,66,53,54,59,64,57,49,87,76,75,43,70,67,27,52,31,50,65,72,71,8,16,14,8,11,B
70,51,51,51,51,51,51,51,51,52,52,52,55,56,56,56,55,63,65,65,65,63,65,69,69,69,65,54,25,64,62,58,50,49,41,60,57,64,76,60,63,55,61,81,67,77,31,87,66,38,52,38,61,67,72,66,11,6,14,12,14,B
70,61,61,61,65,63,63,63,65,63,63,63,66,64,64,64,66,69,67,67,67,69,68,66,66,66,68,72,43,52,63,60,65,73,70,66,66,82,77,80,66,81,76,77,77,68,68,83,66,58,60,66,64,63,68,69,7,7,9,13,14,B
70,50,50,50,48,49,49,49,48,51,51,51,51,57,57,57,51,61,65,65,65,61,63,69,69,69,63,46,38,73,67,23,39,46,27,56,58,47,44,58,70,52,48,72,65,75,35,76,68,37,52,40,63,68,70,69,11,10,13,6,13,B
70,47,47,47,45,46,46,46,45,47,47,47,48,52,52,52,48,59,63,63,63,59,62,69,69,69,62,23,22,71,61,31,53,34,29,53,54,64,60,49,65,54,45,72,69,79,29,66,67,28,36,33,63,71,74,67,7,13,16,10,7,B
70,64,64,64,67,66,66,66,67,66,66,66,67,67,67,67,67,69,69,69,69,69,69,68,68,68,69,70,59,50,64,62,67,65,35,72,66,77,74,73,67,68,72,57,70,69,69,77,69,66,67,57,65,75,71,68,15,6,9,15,16,B
70,48,48,48,47,45,45,45,47,47,47,47,50,53,53,53,50,61,64,64,64,61,62,68,68,68,62,55,41,67,60,25,48,30,29,64,47,53,49,62,54,41,56,69,75,87,34,78,72,23,45,37,57,70,69,65,8,16,14,12,16,B
70,56,56,56,62,59,59,59,62,60,60,60,63,62,62,62,63,69,66,66,66,69,68,67,67,67,68,69,33,58,68,24,65,39,35,58,65,81,77,71,64,74,47,75,81,73,62,73,67,55,47,55,70,65,69,66,15,13,16,11,13,B
69,61,61,61,66,64,64,64,66,65,65,65,66,65,65,65,66,69,67,67,67,69,68,68,68,68,68,64,39,61,71,49,71,59,59,64,68,78,85,84,68,75,62,85,66,64,54,71,68,62,59,49,77,67,70,66,16,8,11,12,6,B
69,62,62,62,64,63,63,63,64,63,63,63,65,65,65,65,65,68,67,67,67,68,68,67,67,67,68,78,51,63,68,58,61,73,71,63,68,69,65,62,67,59,69,65,72,75,66,76,66,56,66,70,64,62,70,69,9,8,8,7,10,B
69,59,59,59,63,62,62,62,63,62,62,62,65,62,62,62,65,68,63,63,63,68,68,63,63,63,68,68,40,59,64,48,68,51,41,57,61,79,79,77,70,76,66,73,80,59,52,48,60,58,62,42,64,66,69,67,10,15,15,12,10,B
69,60,60,60,63,61,61,61,63,60,60,60,64,60,60,60,64,67,64,64,64,67,67,66,66,66,67,69,42,55,63,33,65,59,48,55,66,79,79,78,63,77,72,75,71,70,46,71,65,66,46,57,72,66,66,69,8,10,13,6,9,B
69,44,44,44,39,40,40,40,39,40,40,40,42,47,47,47,42,56,60,60,60,56,59,68,68,68,59,32,18,72,50,27,35,24,35,46,42,51,57,48,64,51,57,76,68,82,36,74,72,24,37,38,65,67,70,61,13,7,9,13,7,B
69,65,65,65,67,65,65,65,67,65,65,65,67,64,64,64,67,68,67,67,67,68,67,68,68,68,67,70,60,61,69,59,70,58,41,61,67,77,78,67,68,80,68,72,67,79,57,84,64,60,57,33,68,66,67,66,13,8,9,7,14,B
69,47,47,47,46,46,46,46,46,46,46,46,49,49,49,49,49,61,61,61,61,61,63,68,68,68,63,38,19,67,59,27,44,26,28,44,53,69,76,58,67,60,49,86,68,77,22,69,66,34,31,50,63,69,71,64,12,9,12,7,13,B
69,40,40,40,34,35,35,35,34,35,35,35,37,41,41,41,37,53,57,57,57,53,57,68,68,68,57,22,17,72,49,27,29,28,23,34,29,53,52,45,61,48,39,65,64,90,17,71,62,29,33,33,62,72,75,65,6,9,14,9,13,B
69,44,44,44,42,43,43,43,42,45,45,45,45,50,50,50,45,57,62,62,62,57,60,68,68,68,60,26,19,71,64,24,36,25,22,54,55,59,65,50,62,52,40,68,55,84,22,66,67,21,40,39,57,75,66,61,7,7,14,9,8,B
69,52,52,52,48,49,49,49,48,48,48,48,51,53,53,53,51,62,63,63,63,62,64,68,68,68,64,49,33,74,61,24,42,26,36,59,51,66,66,58,60,58,64,80,74,76,43,78,70,41,33,53,55,62,69,66,12,12,10,9,11,B
69,60,60,60,65,63,63,63,65,63,63,63,67,63,63,63,67,68,64,64,64,68,68,65,65,65,68,71,33,57,67,31,70,62,34,57,68,83,86,76,64,76,70,80,72,71,31,61,63,67,62,41,70,62,67,66,8,7,15,7,8,B
69,44,44,44,42,42,42,42,42,43,43,43,45,50,50,50,45,59,63,63,63,59,61,68,68,68,61,33,23,63,55,32,36,40,27,60,50,64,60,41,61,62,49,83,68,79,32,75,70,26,32,42,64,66,73,68,9,8,9,10,13,B
69,57,57,57,59,55,55,55,59,54,54,54,59,54,54,54,59,67,59,59,59,67,67,60,60,60,67,72,75,58,56,70,50,46,31,47,53,74,75,70,69,84,43,40,84,33,63,55,70,42,35,50,73,68,62,69,12,10,18,12,14,B
69,45,45,45,50,47,47,47,50,46,46,46,53,49,49,49,53,67,59,59,59,67,67,64,64,64,67,72,25,47,58,29,50,32,30,26,51,66,61,51,65,60,29,57,72,58,24,48,73,49,31,35,67,67,77,75,10,9,9,13,11,B
69,63,63,63,62,63,63,63,62,64,64,64,62,66,66,66,62,63,67,67,67,63,64,68,68,68,64,62,55,69,69,50,65,64,70,70,69,52,51,49,66,49,70,60,50,75,66,62,69,62,66,75,73,67,72,67,13,15,11,14,8,B
69,50,50,50,55,51,51,51,55,52,52,52,56,53,53,53,56,65,62,62,62,65,66,67,67,67,66,56,33,63,61,32,62,29,40,48,57,81,77,79,59,61,41,74,64,71,36,67,71,33,36,27,68,69,71,67,10,13,10,11,7,B
69,46,46,46,46,44,44,44,46,45,45,45,50,51,51,51,50,63,63,63,63,63,66,68,68,68,66,61,18,66,66,19,18,26,29,49,59,75,69,38,71,64,38,79,60,80,17,64,72,40,35,31,61,63,66,67,9,13,7,8,7,B
69,63,63,63,65,64,64,64,65,64,64,64,67,65,65,65,67,68,65,65,65,68,68,63,63,63,68,70,54,61,67,53,64,61,53,66,66,77,76,76,69,74,66,55,80,62,55,55,66,62,63,58,72,56,68,67,8,16,10,16,6,B
69,44,44,44,41,42,42,42,41,43,43,43,44,48,48,48,44,58,61,61,61,58,61,67,67,67,61,28,30,68,58,29,33,26,30,47,52,63,51,46,63,51,40,75,65,74,33,57,72,22,30,36,55,70,74,66,6,6,6,10,11,B
69,60,60,60,66,64,64,64,66,66,66,66,68,67,67,67,68,68,67,67,67,68,67,65,65,65,67,73,34,55,72,34,71,50,37,70,69,78,72,65,69,68,62,63,71,67,61,70,60,67,63,46,58,66,68,64,9,10,13,7,15,B
69,59,59,59,62,61,61,61,62,62,62,62,64,63,63,63,64,68,67,67,67,68,68,68,68,68,68,62,45,62,66,51,66,45,39,64,65,78,72,70,68,68,56,62,72,74,47,65,65,56,61,48,62,71,72,69,7,6,5,15,10,B
69,49,49,49,45,46,46,46,45,44,44,44,46,46,46,46,46,59,58,58,58,59,62,67,67,67,62,38,37,64,45,42,38,46,37,37,46,70,66,60,65,78,52,77,60,70,33,59,68,40,35,54,57,73,78,71,5,9,13,14,8,B
69,53,53,53,58,56,56,56,58,56,56,56,59,58,58,58,59,66,62,62,62,66,67,64,64,64,67,69,18,68,59,31,63,46,50,53,65,72,68,72,63,73,59,43,67,55,49,53,66,59,48,43,50,68,73,70,15,12,8,13,6,B
69,43,43,43,41,40,40,40,41,41,41,41,43,47,47,47,43,59,61,61,61,59,62,68,68,68,62,52,25,62,47,22,20,35,46,48,51,65,42,63,70,57,60,73,54,70,27,77,75,21,46,45,66,71,70,69,17,12,12,16,11,B
69,49,49,49,43,45,45,45,43,44,44,44,45,49,49,49,45,55,60,60,60,55,57,67,67,67,57,29,45,72,51,28,37,31,29,44,48,44,45,46,58,52,35,66,68,91,28,72,65,51,38,32,60,71,68,64,7,16,9,13,8,B
69,61,61,61,65,63,63,63,65,63,63,63,66,63,63,63,66,68,65,65,65,68,67,64,64,64,67,68,52,52,65,52,66,48,41,62,69,79,77,76,63,77,64,73,79,57,56,70,64,60,54,52,62,66,67,65,10,10,15,6,8,B
69,45,45,45,46,46,46,46,46,49,49,49,50,55,55,55,50,62,66,66,66,62,63,67,67,67,63,27,25,61,69,29,41,23,21,63,56,74,73,50,64,67,34,74,75,74,25,72,72,21,42,38,63,67,68,64,10,16,10,10,6,B
69,57,57,57,59,57,57,57,59,58,58,58,62,60,60,60,62,67,66,66,66,67,67,68,68,68,67,69,45,69,66,22,60,53,32,62,65,69,68,65,66,67,56,71,69,72,26,71,68,49,54,31,65,67,68,69,16,9,13,13,8,B
69,57,57,57,64,61,61,61,64,61,61,61,65,61,61,61,65,67,63,63,63,67,67,63,63,63,67,69,36,54,62,31,71,32,31,56,68,84,79,79,65,85,56,84,67,50,32,68,67,63,55,39,66,61,68,68,11,10,12,15,15,B
69,62,62,62,65,64,64,64,65,64,64,64,65,65,65,65,65,69,67,67,67,69,68,65,65,65,68,73,51,49,71,59,66,72,73,70,70,70,70,71,65,74,80,63,64,56,67,69,70,58,54,46,61,63,72,71,10,13,12,11,10,B
69,59,59,59,63,61,61,61,63,63,63,63,63,65,65,65,63,67,69,69,69,67,67,70,70,70,67,72,49,61,74,48,68,57,45,65,71,50,53,69,72,74,63,71,49,62,55,72,72,54,55,57,75,78,73,69,9,12,12,16,8,B
69,50,50,50,51,52,52,52,51,54,54,54,54,59,59,59,54,61,66,66,66,61,63,67,67,67,63,28,30,62,67,28,58,31,26,66,62,64,67,64,67,58,47,80,71,75,25,67,70,33,50,41,64,65,67,66,12,9,8,11,16,B
69,62,62,62,64,63,63,63,64,62,62,62,66,62,62,62,66,68,64,64,64,68,68,65,65,65,68,67,47,59,62,32,68,61,29,59,65,85,81,72,66,68,70,82,74,64,50,60,65,65,54,48,67,66,69,67,15,15,6,14,8,B
69,61,61,61,65,63,63,63,65,63,63,63,66,64,64,64,66,69,65,65,65,69,68,64,64,64,68,75,48,56,65,40,66,64,47,61,69,73,74,73,66,72,66,72,75,61,51,65,68,63,60,53,67,63,65,69,12,10,14,15,13,B
69,60,60,60,60,60,60,60,60,60,60,60,62,62,62,62,62,67,67,67,67,67,68,69,69,69,68,65,34,65,65,53,61,69,64,63,64,74,77,62,70,61,71,80,70,82,55,74,65,55,57,69,67,68,68,70,16,14,7,11,7,B
69,60,60,60,59,59,59,59,59,60,60,60,59,64,64,64,59,65,68,68,68,65,65,67,67,67,65,65,53,65,66,69,58,68,74,63,67,48,32,62,72,71,70,41,74,73,74,73,70,52,58,68,69,66,72,69,7,11,7,16,8,B
69,55,55,55,51,51,51,51,51,51,51,51,54,56,56,56,54,62,64,64,64,62,64,68,68,68,64,54,36,75,66,50,38,43,52,62,57,67,67,69,58,54,68,86,79,73,35,90,60,48,41,38,62,63,69,65,10,7,11,14,8,B
69,63,63,63,65,64,64,64,65,64,64,64,66,66,66,66,66,69,67,67,67,69,68,64,64,64,68,70,55,57,69,57,62,58,47,64,66,69,77,74,66,79,78,71,90,62,63,71,68,59,62,60,61,63,62,65,15,12,9,13,10,B
69,47,47,47,49,48,48,48,49,49,49,49,52,53,53,53,52,62,62,62,62,62,64,67,67,67,64,48,19,70,55,21,50,28,25,50,53,69,69,64,60,54,37,72,73,77,22,65,70,42,54,36,63,67,71,66,14,11,14,16,9,B
69,48,48,48,45,46,46,46,45,47,47,47,47,52,52,52,47,58,63,63,63,58,61,68,68,68,61,34,33,68,63,30,38,32,33,53,57,50,47,57,66,50,50,74,66,77,43,75,67,28,36,37,50,70,68,67,9,10,11,16,6,B
69,56,56,56,58,56,56,56,58,56,56,56,60,58,58,58,60,67,65,65,65,67,67,68,68,68,67,60,40,57,64,48,65,48,31,53,61,73,67,70,69,79,61,73,80,66,42,85,67,48,36,52,50,66,73,70,13,14,6,9,12,B
