LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
70,70,70,73,72,72,72,73,72,72,72,72,66,66,66,72,57,53,53,53,57,53,45,45,45,53,69,70,58,69,63,74,48,27,59,74,82,82,81,71,77,69,55,81,64,66,57,45,73,72,58,60,45,14,17,9,14,10,6,9,73
68,68,68,72,71,71,71,72,70,70,70,70,62,62,62,70,51,48,48,48,51,49,42,42,42,49,74,65,57,62,68,82,72,65,61,81,74,76,76,68,55,69,32,34,59,66,38,20,64,70,49,72,37,32,29,12,7,15,10,7,73
71,71,71,69,69,69,69,69,68,68,68,69,63,63,63,69,58,55,55,55,58,56,55,55,55,56,68,71,78,65,68,68,67,48,55,69,73,80,74,72,68,70,91,72,73,62,58,43,73,65,72,78,58,33,28,9,14,13,14,6,73
67,67,67,73,70,70,70,73,70,70,70,72,64,64,64,72,61,56,56,56,61,59,49,49,49,59,68,67,49,66,64,77,66,33,57,75,90,91,91,68,73,63,43,71,50,53,54,42,70,64,31,65,42,46,42,14,12,16,9,15,73
71,71,71,67,69,69,69,67,67,67,67,66,63,63,63,66,54,55,55,55,54,53,53,53,53,53,57,77,75,69,75,65,64,44,59,70,65,61,63,72,63,72,65,70,81,63,57,33,72,64,69,70,52,33,33,15,7,13,6,6,73
71,71,71,70,70,70,70,70,68,68,68,68,61,61,61,68,54,51,51,51,54,51,49,49,49,51,65,72,61,66,69,70,61,63,53,70,75,74,73,71,87,74,74,60,74,69,68,27,76,62,67,70,37,31,36,9,8,12,13,7,72
71,71,71,70,71,71,71,70,70,70,70,70,66,66,66,70,56,56,56,56,56,53,53,53,53,53,67,70,71,68,61,75,62,66,68,75,68,69,67,67,59,72,72,67,81,68,69,38,72,70,70,75,37,39,30,14,9,15,14,9,72
71,71,71,68,71,71,71,68,70,70,70,68,65,65,65,68,50,52,52,52,50,48,46,46,46,48,44,73,69,70,67,74,59,46,71,73,72,68,68,70,65,73,67,62,64,69,50,27,72,67,78,71,46,25,21,15,15,10,13,7,72
65,65,65,69,69,69,69,69,71,71,71,70,69,69,69,70,58,59,59,59,58,55,51,51,51,55,75,55,51,78,74,71,81,75,70,78,65,67,65,70,74,73,62,54,64,65,67,51,61,80,74,79,45,35,30,11,12,6,12,15,72
71,71,71,70,71,71,71,70,71,71,71,71,70,70,70,71,65,67,67,67,65,64,64,64,64,64,68,68,61,73,64,75,66,69,71,73,68,69,64,66,80,80,64,76,89,72,76,52,72,71,67,74,58,64,57,12,13,8,8,10,72
70,70,70,62,67,67,67,62,64,64,64,60,58,58,58,60,44,47,47,47,44,42,47,47,47,42,32,75,77,61,61,67,64,68,45,73,52,51,52,71,51,73,70,55,90,58,60,26,72,61,62,68,25,26,22,15,6,13,7,10,72
70,70,70,72,71,71,71,72,70,70,70,70,64,64,64,70,56,53,53,53,56,52,48,48,48,52,74,71,65,74,69,75,73,74,55,72,75,73,72,71,64,76,66,65,64,71,67,34,65,68,65,62,50,21,23,13,9,15,11,11,72
70,70,70,65,67,67,67,65,65,65,65,64,62,62,62,64,59,58,58,58,59,58,56,56,56,58,46,75,68,72,69,64,55,54,45,66,78,73,69,65,67,78,70,87,76,73,71,65,68,48,75,63,29,45,39,10,14,8,14,9,72
70,70,70,67,69,69,69,67,65,65,65,65,57,57,57,65,48,45,45,45,48,45,42,42,42,45,42,75,65,59,64,73,62,43,38,74,75,79,75,68,69,71,68,69,73,58,45,21,72,51,65,68,27,28,16,13,8,10,7,9,72
71,71,71,68,69,69,69,68,68,68,68,66,61,61,61,66,49,48,48,48,49,46,45,45,45,46,46,75,66,68,70,65,65,57,52,70,76,83,69,68,65,68,77,64,78,64,60,25,73,64,72,70,31,22,17,7,6,9,10,7,72
71,71,71,67,68,68,68,67,66,66,66,65,58,58,58,65,49,48,48,48,49,47,47,47,47,47,56,75,71,58,64,67,61,56,48,70,72,70,73,70,67,73,78,63,79,66,67,32,73,61,79,71,42,16,19,11,12,12,14,15,72
71,71,71,64,67,67,67,64,65,65,65,62,58,58,58,62,48,49,49,49,48,47,50,50,50,47,40,75,75,65,68,68,64,34,45,73,54,69,60,60,66,75,73,68,94,68,42,13,70,57,64,68,51,34,30,6,13,8,10,14,72
70,70,70,72,71,71,71,72,71,71,71,71,65,65,65,71,57,53,53,53,57,53,47,47,47,53,67,70,56,66,73,78,71,68,60,77,77,79,79,70,70,79,67,69,66,73,56,40,65,66,74,72,29,30,34,8,14,6,14,10,72
70,70,70,68,70,70,70,68,69,69,69,67,65,65,65,67,52,52,52,52,52,49,46,46,46,49,58,74,68,69,75,68,74,75,57,73,66,50,66,73,59,70,65,73,68,72,59,32,78,66,78,71,27,30,30,12,12,16,13,12,72
69,69,69,71,71,71,71,71,70,70,70,70,63,63,63,70,52,50,50,50,52,49,44,44,44,49,57,73,55,68,67,77,48,28,52,72,83,85,84,70,74,70,75,70,62,67,61,27,66,64,62,63,22,41,12,7,9,15,15,11,72
71,71,71,59,64,64,64,59,59,59,59,56,52,52,52,56,42,44,44,44,42,41,45,45,45,41,28,77,81,54,77,58,45,34,35,57,54,63,68,74,36,74,30,63,89,66,79,21,78,46,61,70,20,28,22,16,10,11,10,15,72
71,71,71,68,69,69,69,68,66,66,66,66,59,59,59,66,48,45,45,45,48,46,41,41,41,46,59,76,72,62,74,69,53,56,57,68,73,76,71,67,73,78,68,64,61,65,42,12,70,60,71,71,18,33,26,12,16,10,15,7,72
70,70,70,69,70,70,70,69,68,68,68,69,62,62,62,69,51,48,48,48,51,48,42,42,42,48,55,66,75,65,62,73,63,64,61,75,82,82,71,77,71,61,72,62,73,56,33,44,72,55,65,66,14,12,13,7,13,9,16,10,72
65,65,65,70,69,69,69,70,70,70,70,70,68,68,68,70,60,59,59,59,60,57,50,50,50,57,72,67,40,71,57,74,76,75,69,70,71,68,75,71,77,67,31,62,53,63,70,53,73,73,73,67,34,45,47,14,9,15,14,15,72
68,68,68,72,72,72,72,72,72,72,72,72,67,67,67,72,56,53,53,53,56,52,43,43,43,52,63,66,50,69,60,77,71,62,66,78,79,84,87,66,70,71,57,73,64,67,24,48,69,75,48,68,28,26,21,14,8,8,15,6,72
71,71,71,72,71,71,71,72,70,70,70,71,63,63,63,71,54,50,50,50,54,51,46,46,46,51,70,66,69,69,67,71,72,77,53,72,85,82,74,68,69,71,81,72,68,69,62,25,75,69,63,73,34,28,18,15,13,9,11,10,72
71,71,71,69,70,70,70,69,69,69,69,69,67,67,67,69,59,60,60,60,59,57,57,57,57,57,68,72,74,72,66,73,69,59,69,74,65,66,70,65,51,75,74,66,74,71,83,45,68,64,67,73,32,53,42,10,15,11,7,10,72
71,71,71,72,71,71,71,72,70,70,70,71,64,64,64,71,57,53,53,53,57,54,49,49,49,54,71,74,58,66,76,73,71,70,59,71,79,84,74,69,79,75,81,72,68,73,77,38,71,68,65,75,30,29,33,7,8,16,16,15,72
66,66,66,72,70,70,70,72,70,70,70,72,63,63,63,72,52,46,46,46,52,47,35,35,35,47,65,67,43,70,64,70,72,72,59,72,91,92,95,68,92,61,83,92,62,70,49,16,66,67,56,65,13,14,14,8,13,11,5,13,72
70,70,70,71,71,71,71,71,68,68,68,69,60,60,60,69,54,46,46,46,54,51,41,41,41,51,66,70,65,62,68,75,40,65,44,72,82,81,88,77,87,72,66,63,45,65,40,37,74,54,65,70,17,26,26,8,7,15,7,9,72
70,70,70,67,68,68,68,67,66,66,66,65,61,61,61,65,53,51,51,51,53,51,47,47,47,51,60,77,70,65,74,63,68,61,51,67,73,71,64,63,61,76,75,66,59,72,59,51,75,61,76,66,15,38,28,9,13,7,9,8,72
70,70,70,68,69,69,69,68,66,66,66,68,61,61,61,68,51,48,48,48,51,48,43,43,43,48,60,74,69,63,66,69,59,58,58,70,74,77,73,68,68,71,81,81,71,65,58,25,73,56,68,66,23,22,19,13,15,10,8,9,72
71,71,71,68,70,70,70,68,67,67,67,67,62,62,62,67,50,48,48,48,50,47,41,41,41,47,60,75,69,65,76,68,65,58,61,77,70,68,63,77,65,73,70,65,53,76,49,22,69,50,67,71,28,23,20,13,13,14,13,18,72
71,71,71,70,70,70,70,70,68,68,68,69,64,64,64,69,57,55,55,55,57,55,52,52,52,55,69,72,68,66,67,68,68,59,61,65,75,74,80,77,77,69,76,67,73,70,49,44,79,62,71,68,43,37,32,14,13,10,12,9,72
71,71,71,71,71,71,71,71,71,71,71,70,66,66,66,70,54,53,53,53,54,51,47,47,47,51,65,68,64,69,74,74,83,72,66,73,74,78,79,71,78,77,74,67,64,72,59,32,72,67,75,65,39,35,17,14,10,12,16,6,72
71,71,71,66,68,68,68,66,66,66,66,66,62,62,62,66,53,52,52,52,53,52,49,49,49,52,59,75,74,67,63,64,40,55,58,58,63,74,61,74,59,74,74,85,75,64,69,25,80,64,72,68,28,36,34,13,16,12,12,14,72
71,71,71,68,72,72,72,68,71,71,71,66,63,63,63,66,47,47,47,47,47,45,41,41,41,45,29,70,74,72,57,74,49,29,50,75,78,79,81,64,74,69,81,63,62,68,33,37,75,66,69,64,15,17,20,14,15,7,12,6,72
68,68,68,72,70,70,70,72,70,70,70,71,66,66,66,71,62,59,59,59,62,59,54,54,54,59,69,71,49,68,65,75,67,59,62,72,78,82,77,69,75,68,73,78,68,70,58,50,70,65,68,73,53,45,38,16,16,16,11,15,72
68,68,68,70,70,70,70,70,71,71,71,70,68,68,68,70,58,56,56,56,58,55,47,47,47,55,75,65,62,73,70,68,80,72,74,75,66,66,72,70,73,74,42,71,63,72,36,42,70,74,68,68,47,26,36,10,12,16,16,9,72
71,71,71,67,70,70,70,67,69,69,69,66,64,64,64,66,52,53,53,53,52,50,50,50,50,50,50,72,77,67,51,64,51,47,56,69,65,65,60,74,50,74,75,64,80,70,56,47,75,76,72,74,32,21,30,14,12,9,13,7,72
70,70,70,68,69,69,69,68,69,69,69,68,67,67,67,68,61,62,62,62,61,60,61,61,61,60,67,66,73,71,75,68,76,75,69,70,67,71,75,69,66,79,78,67,69,71,77,53,71,66,70,66,51,55,45,8,11,11,8,11,71
69,69,69,69,69,69,69,69,69,69,69,69,64,64,64,69,51,50,50,50,51,48,43,43,43,48,66,70,69,69,68,69,59,37,61,71,71,71,73,71,63,66,60,72,71,66,66,26,72,69,69,68,20,21,23,6,13,13,13,15,71
69,69,69,62,66,66,66,62,64,64,64,59,60,60,60,59,47,53,53,53,47,47,56,56,56,47,52,72,80,61,66,64,64,61,57,65,44,38,54,69,52,74,86,30,89,73,75,44,77,68,75,74,40,39,37,13,11,13,7,15,71
69,69,69,64,66,66,66,64,64,64,64,64,61,61,61,64,55,56,56,56,55,54,58,58,58,54,49,71,78,60,70,64,49,43,58,65,73,68,74,66,76,69,93,76,76,66,94,36,73,56,69,68,46,49,38,10,15,15,12,15,71
70,70,70,70,70,70,70,70,70,70,70,70,64,64,64,70,55,53,53,53,55,51,47,47,47,51,67,70,66,69,62,73,67,51,62,71,73,77,80,65,66,70,66,73,74,63,63,43,72,69,65,64,37,17,21,11,16,16,9,11,71
69,69,69,67,68,68,68,67,65,65,65,65,58,58,58,65,50,47,47,47,50,47,44,44,44,47,47,71,68,56,70,72,56,50,45,70,81,80,79,71,79,72,77,67,60,67,67,32,67,57,61,66,30,20,22,16,10,8,10,14,71
69,69,69,70,70,70,70,70,68,68,68,68,60,60,60,68,54,48,48,48,54,51,45,45,45,51,64,70,68,67,67,70,58,60,44,68,84,85,86,69,80,70,92,68,61,71,43,24,67,66,69,69,39,28,26,15,14,8,12,11,71
69,69,69,68,68,68,68,68,66,66,66,67,60,60,60,67,52,49,49,49,52,49,45,45,45,49,58,74,62,63,63,68,54,52,53,72,73,75,71,65,65,72,68,73,70,64,56,29,73,57,68,60,31,27,24,13,8,10,10,14,71
62,62,62,71,69,69,69,71,70,70,70,70,65,65,65,70,58,53,53,53,58,55,43,43,43,55,65,64,37,69,47,72,63,65,65,70,89,87,91,64,87,60,58,65,30,69,38,49,66,70,50,55,33,36,39,10,9,13,14,12,71
69,69,69,63,65,65,65,63,62,62,62,62,57,57,57,62,49,47,47,47,49,47,46,46,46,47,50,71,75,60,68,67,54,39,45,59,64,72,60,68,50,78,76,78,79,69,61,26,71,53,59,64,27,29,22,7,8,12,7,14,71
69,69,69,71,70,70,70,71,70,70,70,71,67,67,67,71,66,65,65,65,66,65,63,63,63,65,73,66,67,68,59,74,68,66,65,72,76,77,75,70,73,70,68,78,69,62,88,51,70,69,65,65,62,56,59,6,16,16,15,15,71
70,70,70,68,70,70,70,68,69,69,69,67,64,64,64,67,55,55,55,55,55,53,53,53,53,53,54,69,78,64,60,74,67,62,54,71,68,74,70,71,66,73,78,69,73,68,69,49,69,72,66,72,38,40,20,10,11,14,13,16,71
67,67,67,71,70,70,70,71,71,71,71,71,69,69,69,71,66,65,65,65,66,64,61,61,61,64,63,65,50,71,49,74,72,52,67,73,77,77,74,71,72,68,62,71,65,73,68,60,69,72,66,74,55,61,56,15,11,10,7,7,71
69,69,69,64,66,66,66,64,64,64,64,64,61,61,61,64,49,50,50,50,49,46,46,46,46,46,60,76,72,68,68,63,56,64,60,67,53,62,64,58,59,74,85,75,80,68,62,39,73,56,69,66,37,18,12,12,10,16,10,13,71
70,70,70,70,70,70,70,70,69,69,69,70,65,65,65,70,60,57,57,57,60,57,54,54,54,57,71,65,74,72,67,73,59,63,60,72,72,77,74,71,72,71,75,64,66,62,62,54,70,67,61,69,39,37,36,9,8,16,12,13,71
69,69,69,65,66,66,66,65,63,63,63,63,57,57,57,63,50,48,48,48,50,49,46,46,46,49,42,72,73,59,67,68,54,42,49,70,77,78,80,66,75,69,84,73,68,65,45,33,68,42,65,69,32,30,24,13,7,5,9,14,71
70,70,70,65,69,69,69,65,69,69,69,65,64,64,64,65,44,50,50,50,44,41,45,45,45,41,42,75,74,72,60,76,70,74,66,80,33,66,66,60,34,72,54,58,90,50,58,11,65,72,80,69,36,24,14,11,15,9,14,10,71
70,70,70,66,68,68,68,66,65,65,65,64,61,61,61,64,55,55,55,55,55,54,56,56,56,54,56,75,70,55,67,71,50,59,54,71,66,59,68,69,64,70,78,55,78,60,67,56,77,60,49,67,45,40,39,13,16,8,8,13,71
69,69,69,69,69,69,69,69,67,67,67,68,60,60,60,68,51,46,46,46,51,47,41,41,41,47,65,67,65,65,67,76,72,65,52,74,78,83,78,65,67,79,76,73,70,69,58,21,62,55,56,65,20,22,17,12,11,15,12,16,71
69,69,69,62,65,65,65,62,62,62,62,61,55,55,55,61,44,44,44,44,44,42,42,42,42,42,28,72,75,60,61,59,61,59,48,68,78,79,67,63,44,66,85,78,92,52,45,17,70,53,65,71,28,14,12,13,11,8,5,7,71
69,69,69,64,67,67,67,64,64,64,64,62,57,57,57,62,47,47,47,47,47,45,45,45,45,45,48,70,71,65,76,71,66,22,39,77,48,54,65,64,39,72,69,64,78,66,53,19,76,48,63,68,45,20,25,13,8,13,13,6,71
66,66,66,71,70,70,70,71,70,70,70,69,63,63,63,69,50,48,48,48,50,46,38,38,38,46,68,70,44,64,70,75,65,49,62,74,76,71,84,66,81,76,62,63,46,76,68,26,66,70,62,70,19,23,19,14,13,9,9,8,71
69,69,69,66,67,67,67,66,65,65,65,64,56,56,56,64,45,41,41,41,45,42,38,38,38,42,49,71,68,69,66,68,54,44,38,67,73,71,74,65,66,70,80,69,76,66,55,12,74,50,63,68,13,14,15,8,6,11,14,8,71
70,70,70,70,70,70,70,70,69,69,69,70,65,65,65,70,56,55,55,55,56,54,50,50,50,54,64,75,63,69,65,69,69,55,63,72,78,78,71,72,68,73,65,79,70,69,65,27,66,65,69,70,40,40,28,11,6,6,8,9,71
68,68,68,70,70,70,70,70,69,69,69,70,63,63,63,70,53,50,50,50,53,49,43,43,43,49,71,64,61,67,68,75,77,72,66,72,75,77,77,70,73,75,80,66,61,66,65,30,70,64,72,65,21,22,25,16,8,6,16,10,71
69,69,69,66,67,67,67,66,65,65,65,65,59,59,59,65,46,44,44,44,46,43,39,39,39,43,58,71,67,68,65,69,45,27,61,72,65,68,68,66,60,75,73,69,75,59,49,14,71,47,56,70,24,10,15,12,13,12,14,10,71
70,70,70,70,70,70,70,70,67,67,67,68,58,58,58,68,53,48,48,48,53,51,47,47,47,51,48,73,67,58,56,73,36,33,40,71,93,92,88,64,85,63,70,76,65,53,52,28,74,62,66,67,50,28,22,15,10,13,12,12,71
68,68,68,65,67,67,67,65,66,66,66,65,62,62,62,65,56,57,57,57,56,55,57,57,57,55,58,67,70,71,68,67,56,55,49,68,65,51,62,66,44,77,74,71,82,65,73,30,71,66,67,71,54,48,46,14,12,14,10,10,70
69,69,69,69,68,68,68,69,67,67,67,69,62,62,62,69,54,50,50,50,54,51,44,44,44,51,70,69,71,67,73,73,64,68,69,68,81,82,76,66,65,69,58,71,70,60,43,37,64,61,71,61,31,19,20,7,6,11,8,6,70
69,69,69,69,69,69,69,69,67,67,67,68,62,62,62,68,57,54,54,54,57,55,50,50,50,55,57,69,62,61,64,67,70,59,50,67,85,83,84,77,82,65,83,81,70,60,71,52,73,63,72,72,25,32,31,9,15,11,6,13,70
68,68,68,65,67,67,67,65,65,65,65,64,58,58,58,64,49,49,49,49,49,46,47,47,47,46,56,70,71,66,63,65,60,46,32,67,65,58,68,73,70,71,77,67,80,52,90,42,70,69,67,69,28,15,12,15,16,15,7,11,70
68,68,68,65,67,67,67,65,66,66,66,64,62,62,62,64,51,52,52,52,51,49,49,49,49,49,60,71,75,65,66,66,61,63,62,71,54,50,66,66,57,69,68,62,73,74,43,29,73,65,58,72,47,32,30,6,12,14,16,10,70
68,68,68,68,68,68,68,68,67,67,67,66,62,62,62,66,55,54,54,54,55,53,51,51,51,53,64,71,54,67,73,70,64,36,49,71,67,67,65,69,62,76,67,59,74,64,66,43,71,63,56,71,43,36,33,13,15,15,16,13,70
68,68,68,62,67,67,67,62,64,64,64,61,60,60,60,61,46,49,49,49,46,44,45,45,45,44,29,71,66,62,62,66,44,41,51,74,54,62,66,67,60,70,71,74,75,67,69,29,75,53,68,71,23,27,23,11,9,14,12,6,70
69,69,69,64,65,65,65,64,62,62,62,62,55,55,55,62,52,49,49,49,52,51,52,52,52,51,57,72,68,55,66,61,64,59,32,62,73,67,72,70,69,74,79,68,84,67,85,36,74,56,72,67,27,38,36,6,16,10,7,10,70
62,62,62,69,67,67,67,69,68,68,68,68,63,63,63,68,58,53,53,53,58,55,47,47,47,55,69,52,48,68,59,73,51,54,58,70,77,90,91,63,77,62,49,63,59,56,48,40,65,71,52,59,37,36,40,14,12,16,10,9,70
67,67,67,69,69,69,69,69,69,69,69,68,64,64,64,68,55,54,54,54,55,51,48,48,48,51,65,66,54,69,69,75,72,64,64,71,71,67,80,70,75,71,70,69,65,69,78,29,68,63,67,77,42,29,33,6,16,13,13,15,70
66,66,66,70,68,68,68,70,67,67,67,69,61,61,61,69,56,50,50,50,56,52,43,43,43,52,66,67,48,65,65,70,66,42,46,69,82,87,92,64,71,65,61,90,62,62,56,38,67,66,57,60,28,29,22,8,11,12,13,9,70
64,64,64,70,68,68,68,70,69,69,69,69,63,63,63,69,54,49,49,49,54,50,42,42,42,50,72,64,46,67,58,75,52,61,58,70,77,74,80,66,77,65,62,65,57,67,34,30,65,70,54,62,40,28,24,16,8,12,7,8,70
69,69,69,64,66,66,66,64,63,63,63,62,57,57,57,62,48,47,47,47,48,46,46,46,46,46,42,72,69,59,68,68,52,59,45,67,68,69,64,65,56,76,74,70,76,62,60,32,71,55,60,68,26,28,25,9,13,11,9,9,70
68,68,68,63,65,65,65,63,61,61,61,62,57,57,57,62,49,47,47,47,49,47,44,44,44,47,57,72,73,56,69,64,56,47,55,63,69,70,37,64,38,77,53,70,78,69,47,30,67,55,58,50,22,32,23,11,7,7,9,9,70
64,64,64,69,67,67,67,69,68,68,68,68,61,61,61,68,53,49,49,49,53,50,43,43,43,50,62,60,53,69,52,77,63,64,63,72,86,84,84,62,71,60,54,57,69,57,50,23,61,63,55,64,22,33,36,14,13,11,15,5,70
69,69,69,64,66,66,66,64,63,63,63,62,56,56,56,62,45,44,44,44,45,42,41,41,41,42,42,71,66,61,68,66,59,61,39,65,73,68,65,65,71,78,84,76,78,54,71,18,74,58,68,67,14,19,18,11,9,8,8,7,70
69,69,69,64,65,65,65,64,61,61,61,62,53,53,53,62,47,44,44,44,47,45,45,45,45,45,43,68,67,56,57,65,50,50,43,67,91,87,66,65,60,75,90,65,85,52,75,15,65,46,55,64,40,18,16,9,11,8,11,8,70
68,68,68,69,70,70,70,69,69,69,69,66,64,64,64,66,56,56,56,56,56,54,52,52,52,54,59,76,52,68,59,66,65,68,49,69,62,54,72,83,80,61,71,55,59,69,60,49,84,65,75,83,48,42,37,10,6,15,12,6,70
69,69,69,62,65,65,65,62,62,62,62,60,58,58,58,60,47,50,50,50,47,46,53,53,53,46,58,70,79,57,64,62,62,59,57,61,53,50,50,66,37,76,78,35,86,74,66,23,77,64,69,70,42,50,31,9,11,8,12,10,70
68,68,68,56,61,61,61,56,54,54,54,52,45,45,45,52,39,39,39,39,39,39,45,45,45,39,30,74,78,38,55,52,36,35,23,62,64,72,49,53,42,76,71,52,92,68,62,25,77,44,55,72,38,19,17,15,9,16,14,7,70
68,68,68,68,69,69,69,68,69,69,69,67,60,60,60,67,47,45,45,45,47,44,39,39,39,44,40,67,63,63,54,78,49,33,60,71,91,89,83,62,82,71,67,64,70,55,32,18,63,68,61,62,22,21,16,15,10,14,13,5,70
68,68,68,66,67,67,67,66,65,65,65,67,60,60,60,67,51,49,49,49,51,48,45,45,45,48,65,65,71,62,47,67,37,43,57,69,80,77,64,68,51,71,74,71,91,53,64,39,67,60,56,73,14,22,14,16,14,11,16,16,70
66,66,66,69,68,68,68,69,70,70,70,70,69,69,69,70,65,66,66,66,65,64,64,64,64,64,61,63,61,80,54,75,37,57,76,67,83,87,78,50,75,63,82,66,75,46,78,61,70,73,61,56,42,70,63,12,6,6,11,15,70
68,68,68,63,66,66,66,63,62,62,62,59,53,53,53,59,42,40,40,40,42,41,38,38,38,41,33,75,69,55,65,62,66,41,32,65,75,67,74,69,72,74,62,57,63,68,41,18,68,59,67,64,20,19,18,6,13,6,9,14,70
68,68,68,69,68,68,68,69,66,66,66,67,58,58,58,67,51,46,46,46,51,49,44,44,44,49,63,65,68,67,61,71,60,61,43,70,85,82,70,67,70,61,82,63,71,58,50,20,72,55,54,62,30,22,26,12,9,12,11,13,70
69,69,69,60,65,65,65,60,61,61,61,58,56,56,56,58,45,46,46,46,45,43,46,46,46,43,42,78,77,62,58,66,42,34,31,69,34,47,34,68,33,71,34,68,90,62,59,24,72,53,72,61,27,27,27,11,9,11,15,11,70
68,68,68,63,66,66,66,63,62,62,62,63,57,57,57,63,46,45,45,45,46,44,42,42,42,44,51,72,70,59,64,69,61,51,51,66,67,74,44,61,56,75,54,69,81,64,67,19,65,57,63,63,19,21,21,15,12,8,15,8,70
64,64,64,70,69,69,69,70,69,69,69,69,65,65,65,69,57,52,52,52,57,53,43,43,43,53,68,66,43,66,48,78,72,66,67,69,76,75,76,70,76,70,60,67,33,71,43,36,63,69,49,68,29,44,37,7,10,7,13,8,70
69,69,69,69,69,69,69,69,68,68,68,68,61,61,61,68,51,48,48,48,51,48,43,43,43,48,65,67,65,70,73,72,67,63,54,71,75,68,77,71,73,73,84,64,64,66,52,23,71,59,68,73,28,26,23,13,9,7,13,16,70
65,65,65,68,67,67,67,68,66,66,66,66,57,57,57,66,49,44,44,44,49,46,40,40,40,46,68,62,54,65,52,73,44,34,50,74,77,76,78,58,66,69,60,38,62,66,38,27,67,58,52,59,28,25,23,6,14,14,10,12,69
67,67,67,66,67,67,67,66,65,65,65,65,57,57,57,65,48,43,43,43,48,45,39,39,39,45,51,69,65,59,74,69,40,35,40,71,78,76,77,66,60,63,67,66,59,57,41,24,71,59,53,61,27,20,16,7,6,9,7,11,69
67,67,67,64,65,65,65,64,63,63,63,64,58,58,58,64,52,50,50,50,52,49,47,47,47,49,57,67,68,61,61,66,62,59,56,67,66,77,67,65,39,72,49,76,78,64,59,29,66,52,67,72,42,26,23,7,11,10,9,11,69
67,67,67,65,66,66,66,65,65,65,65,64,59,59,59,64,48,46,46,46,48,44,40,40,40,44,58,70,67,68,70,65,64,53,47,62,63,63,69,75,66,67,77,78,68,67,64,26,69,63,81,62,17,12,16,12,9,6,14,7,69
68,68,68,61,65,65,65,61,64,64,64,60,60,60,60,60,48,51,51,51,48,47,49,49,49,47,36,69,70,65,65,60,63,63,54,68,54,60,61,68,49,73,72,70,79,70,66,29,70,61,60,70,35,33,32,10,14,7,7,8,69
68,68,68,67,67,67,67,67,66,66,66,66,58,58,58,66,50,46,46,46,50,47,41,41,41,47,64,69,68,67,69,66,33,53,52,69,73,73,80,67,75,70,77,65,60,65,53,17,70,57,64,65,35,16,24,8,13,15,13,9,69
68,68,68,67,67,67,67,67,65,65,65,66,58,58,58,66,50,46,46,46,50,47,43,43,43,47,59,74,58,57,60,71,44,35,51,68,75,76,71,68,73,66,65,75,72,58,52,16,69,60,66,66,49,19,18,5,11,12,8,7,69
67,67,67,64,65,65,65,64,62,62,62,61,54,54,54,61,44,41,41,41,44,42,38,38,38,42,52,68,66,63,70,67,52,35,41,69,69,68,70,66,63,72,63,55,65,69,58,20,68,42,67,60,12,17,18,9,7,8,10,14,69
65,65,65,68,68,68,68,68,68,68,68,67,60,60,60,67,47,44,44,44,47,43,36,36,36,43,59,70,48,67,64,73,66,45,54,69,77,70,76,64,75,67,67,66,57,66,49,17,67,66,58,63,18,19,15,11,14,7,7,9,69
64,64,64,68,67,67,67,68,66,66,66,67,60,60,60,67,56,50,50,50,56,53,45,45,45,53,55,60,51,62,62,74,43,56,44,68,89,85,90,67,83,69,66,76,36,58,62,39,63,65,60,60,48,29,29,11,12,9,10,12,69
65,65,65,68,68,68,68,68,67,67,67,67,60,60,60,67,52,48,48,48,52,49,41,41,41,49,62,67,48,64,64,73,66,65,54,69,77,76,70,66,71,68,55,58,54,64,50,25,64,69,70,55,30,29,34,15,7,7,13,7,69
68,68,68,67,67,67,67,67,65,65,65,66,59,59,59,66,52,49,49,49,52,50,48,48,48,50,64,70,69,62,66,68,46,58,46,67,77,72,69,69,79,68,74,68,62,61,75,22,69,62,68,68,39,35,28,11,15,9,9,16,69
68,68,68,63,65,65,65,63,62,62,62,61,56,56,56,61,46,45,45,45,46,44,44,44,44,44,43,71,67,59,70,64,68,43,45,66,67,69,68,68,62,74,80,64,74,65,67,25,68,54,67,65,21,25,20,8,11,12,12,8,69
67,67,67,64,66,66,66,64,62,62,62,61,54,54,54,61,47,45,45,45,47,45,45,45,45,45,45,68,62,52,59,70,74,73,39,71,71,70,67,70,66,74,75,64,74,67,70,23,66,48,57,59,44,21,16,6,14,9,6,13,69
68,68,68,58,63,63,63,58,59,59,59,56,55,55,55,56,43,46,46,46,43,42,46,46,46,42,46,73,79,57,69,58,53,53,37,68,34,42,45,64,36,74,31,59,89,70,68,26,75,55,79,65,24,35,22,8,15,7,16,8,69
64,64,64,68,67,67,67,68,68,68,68,67,61,61,61,67,51,47,47,47,51,47,40,40,40,47,71,62,52,69,62,71,76,71,64,70,71,74,87,65,79,69,56,48,46,64,50,23,64,68,69,68,23,28,31,6,14,12,11,14,69
