id,Overall,id,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
240,76,240,67,67,67,68,69,69,69,68,71,71,71,69,74,74,74,69,70,74,74,74,70,71,73,73,73,71,58,55,71,78,53,74,51,38,79,78,62,69,71,70,65,75,70,69,75,67,74,72,62,76,49,68,70,77,74,12,9,15,8,8,V
241,76,241,70,70,70,72,72,72,72,72,73,73,73,73,74,74,74,73,75,74,74,74,75,75,72,72,72,75,68,65,70,75,60,74,68,47,75,77,77,82,75,74,74,75,77,87,68,72,61,70,62,74,65,74,71,79,79,11,15,14,12,6,V
242,76,242,56,56,56,60,57,57,57,60,57,57,57,63,60,60,60,63,74,70,70,70,74,74,74,74,74,74,76,28,74,77,30,62,57,60,55,73,71,72,66,71,69,50,60,74,71,30,70,69,48,31,40,64,77,79,80,10,12,14,11,9,B
243,76,243,69,69,69,73,72,72,72,73,73,73,73,74,73,73,73,74,75,74,74,74,75,75,72,72,72,75,77,58,60,74,57,78,65,48,68,75,76,78,78,79,80,70,78,77,65,65,74,75,76,72,67,78,74,78,73,8,13,10,13,10,B
244,76,244,72,72,72,76,74,74,74,76,75,75,75,75,70,70,70,75,60,57,57,57,60,57,50,50,50,57,79,71,67,74,62,79,77,78,66,80,83,75,86,73,85,77,81,66,65,65,42,46,70,75,51,74,30,41,25,7,12,7,14,13,V
245,76,245,74,74,74,73,74,74,74,73,71,71,71,71,64,64,64,71,54,51,51,51,54,51,46,46,46,51,61,75,65,67,69,72,57,44,54,72,87,87,75,75,74,80,72,72,75,65,70,33,78,67,74,71,27,23,20,11,16,11,9,14,N
246,76,246,73,73,73,72,73,73,73,72,73,73,73,72,74,74,74,72,69,71,71,71,69,67,68,68,68,67,70,70,63,74,67,75,68,84,76,78,68,63,65,70,77,93,70,79,90,84,77,68,70,75,76,76,60,66,60,12,13,13,15,13,V
247,76,247,74,74,74,77,76,76,76,77,76,76,76,77,75,75,75,77,76,74,74,74,76,74,71,71,71,74,80,67,62,74,76,80,84,84,74,79,78,79,77,78,70,82,79,85,66,80,88,70,79,72,74,77,66,73,73,11,12,10,7,13,B
248,76,248,74,74,74,68,71,71,71,68,69,69,69,67,63,63,63,67,51,52,52,52,51,49,50,50,50,49,49,76,77,67,70,70,66,72,52,70,68,73,63,70,51,81,75,69,91,66,80,32,77,71,75,70,15,34,27,16,9,14,12,12,N
249,76,249,74,74,74,71,72,72,72,71,70,70,70,70,64,64,64,70,53,52,52,52,53,50,49,49,49,50,62,76,79,73,73,71,58,52,54,73,69,69,73,77,64,73,82,80,80,64,72,17,77,63,66,72,37,29,16,14,15,9,14,9,N
250,76,250,49,49,49,43,45,45,45,43,46,46,46,46,55,55,55,46,60,68,68,68,60,62,75,75,75,62,30,25,82,61,20,51,25,33,63,60,35,33,33,70,34,59,77,64,91,40,76,76,23,32,42,67,77,78,70,15,12,13,14,15,B
251,76,251,64,64,64,65,66,66,66,65,68,68,68,68,71,71,71,68,72,75,75,75,72,72,74,74,74,72,58,49,68,76,39,70,65,58,74,71,62,69,65,73,61,65,69,85,75,57,75,76,64,68,52,72,75,76,75,12,9,14,13,13,V
252,76,252,72,72,72,75,74,74,74,75,75,75,75,75,72,72,72,75,66,64,64,64,66,63,57,57,57,63,74,74,57,74,70,77,71,70,69,75,76,74,77,74,75,76,34,79,65,75,53,51,75,77,67,74,60,54,45,6,16,8,7,6,N
253,76,253,63,63,63,54,58,58,58,54,56,56,56,55,61,61,61,55,64,69,69,69,64,66,75,75,75,66,38,53,86,70,36,50,68,76,68,62,49,54,52,71,34,80,86,69,85,67,76,72,55,35,48,56,75,75,71,13,10,6,15,12,B
254,76,254,61,61,61,60,58,58,58,60,58,58,58,61,60,60,60,61,70,69,69,69,70,71,74,74,74,71,67,51,74,68,43,60,45,30,60,66,71,68,67,69,66,65,82,69,75,39,83,75,49,39,44,66,74,76,77,15,13,10,10,12,B
255,76,255,71,71,71,76,75,75,75,76,75,75,75,75,70,70,70,75,63,62,62,62,63,60,56,56,56,60,75,71,59,73,61,83,75,71,64,80,75,72,90,72,84,73,72,72,54,70,80,52,74,74,68,73,58,40,34,14,14,8,11,8,V
256,76,256,66,66,66,71,70,70,70,71,69,69,69,72,69,69,69,72,75,70,70,70,75,74,68,68,68,74,80,49,59,68,50,75,68,69,64,76,77,79,79,75,79,74,71,77,48,68,66,73,73,62,53,66,72,73,77,13,11,13,13,10,B
257,76,257,58,58,58,56,56,56,56,56,56,56,56,57,59,59,59,57,67,69,69,69,67,68,75,75,75,68,56,45,77,61,38,57,30,25,66,65,69,64,68,67,64,76,82,62,86,47,81,75,31,51,45,69,76,76,74,14,11,13,16,10,B
258,76,258,75,75,75,71,73,73,73,71,70,70,70,69,61,61,61,69,50,48,48,48,50,48,47,47,47,48,50,76,73,68,67,75,69,35,41,77,79,84,77,71,64,75,81,69,86,62,69,22,75,64,82,76,39,14,16,7,13,11,10,8,N
259,76,259,71,71,71,75,74,74,74,75,76,76,76,75,71,71,71,75,59,59,59,59,59,55,50,50,50,55,82,70,52,79,70,79,76,78,76,79,69,69,76,70,69,74,58,60,64,76,66,34,76,78,70,70,60,32,26,9,13,10,11,8,N
260,76,260,68,68,68,73,72,72,72,73,71,71,71,74,70,70,70,74,76,71,71,71,76,75,69,69,69,75,77,60,58,73,37,77,58,37,55,77,88,84,75,71,71,68,56,88,64,55,69,68,72,68,42,72,69,76,75,14,6,13,15,6,B
261,76,261,49,49,49,45,46,46,46,45,46,46,46,49,54,54,54,49,65,68,68,68,65,68,74,74,74,68,36,40,73,57,34,31,34,27,64,42,69,74,41,72,36,48,71,79,86,30,68,82,24,51,36,75,79,78,74,15,13,12,15,7,B
262,76,262,57,57,57,53,54,54,54,53,55,55,55,54,59,59,59,54,64,69,69,69,64,67,75,75,75,67,40,50,80,58,50,50,48,35,62,62,67,64,60,69,60,64,91,64,80,49,88,77,28,58,51,78,77,74,70,15,12,13,9,6,B
263,76,263,50,50,50,47,49,49,49,47,51,51,51,50,58,58,58,50,63,70,70,70,63,65,74,74,74,65,35,26,79,63,28,49,33,48,59,61,38,36,59,74,63,50,81,73,78,29,82,78,40,49,47,71,75,74,78,11,7,11,7,11,B
264,76,264,67,67,67,68,69,69,69,68,71,71,71,69,74,74,74,69,69,74,74,74,69,68,70,70,70,68,64,58,59,77,55,72,76,67,73,75,55,40,66,75,62,81,49,76,68,72,87,76,75,74,69,69,73,75,62,10,14,9,10,9,V
265,76,265,65,65,65,70,69,69,69,70,70,70,70,71,71,71,71,71,75,72,72,72,75,75,71,71,71,75,74,43,64,74,43,76,64,66,63,74,77,80,72,74,69,72,49,76,65,68,66,74,68,69,48,72,74,78,76,8,9,15,9,6,B
266,76,266,67,67,67,71,70,70,70,71,70,70,70,73,70,70,70,73,76,72,72,72,76,75,72,72,72,75,75,49,59,72,27,75,72,52,64,73,87,91,73,72,74,79,65,88,75,66,82,71,64,70,36,74,72,73,74,13,16,8,12,13,B
267,76,267,51,51,51,54,52,52,52,54,54,54,54,58,61,61,61,58,70,71,71,71,70,71,74,74,74,71,68,20,73,67,25,53,34,33,71,63,60,69,61,75,57,44,63,73,83,27,79,76,39,51,56,67,77,73,75,11,15,13,10,10,B
268,76,268,74,74,74,71,73,73,73,71,71,71,71,71,64,64,64,71,53,51,51,51,53,50,47,47,47,50,67,75,76,70,76,74,41,71,57,71,72,76,71,69,72,84,78,77,82,72,73,23,74,71,70,73,31,20,24,10,14,10,8,11,N
269,76,269,68,68,68,74,73,73,73,74,75,75,75,74,71,71,71,74,62,61,61,61,62,60,53,53,53,60,70,70,49,80,65,80,70,75,76,80,77,84,80,58,76,72,40,68,51,71,63,35,66,74,56,68,58,55,43,14,15,13,12,8,V
270,76,270,53,53,53,55,55,55,55,55,57,57,57,59,62,62,62,59,68,71,71,71,68,70,75,75,75,70,52,30,75,72,27,62,33,30,61,67,58,61,58,70,67,48,75,68,76,27,72,77,40,57,38,79,77,78,76,14,11,10,14,13,B
271,76,271,73,73,73,76,75,75,75,76,75,75,75,75,70,70,70,75,64,61,61,61,64,60,53,53,53,60,69,75,57,75,66,81,63,42,63,75,88,78,84,75,66,72,51,83,66,73,44,57,75,69,69,75,65,33,23,7,9,15,9,12,V
272,76,272,73,73,73,74,74,74,74,74,74,74,74,74,71,71,71,74,63,61,61,61,63,61,56,56,56,61,77,71,68,76,68,78,79,76,70,77,70,75,76,68,69,78,55,80,69,75,68,40,74,76,60,73,38,54,45,10,12,5,13,7,V
273,76,273,73,73,73,71,72,72,72,71,73,73,73,72,74,74,74,72,72,74,74,74,72,72,73,73,73,72,68,70,77,78,68,75,63,50,73,75,61,67,68,74,55,76,69,83,78,68,82,71,73,73,59,77,69,75,71,14,10,10,12,8,V
274,76,274,74,74,74,67,71,71,71,67,68,68,68,65,65,65,65,65,50,55,55,55,50,48,53,53,53,48,49,80,84,72,68,69,58,42,48,75,45,46,63,76,59,82,64,65,87,64,74,41,78,65,76,75,31,41,13,14,12,6,16,9,N
275,76,275,68,68,68,75,73,73,73,75,73,73,73,74,66,66,66,74,59,53,53,53,59,55,44,44,44,55,74,63,45,73,62,84,67,60,59,79,86,79,86,76,82,70,63,66,49,65,38,30,68,69,59,68,43,28,37,9,7,5,6,14,N
276,76,276,42,42,42,40,42,42,42,40,44,44,44,45,52,52,52,45,60,68,68,68,60,64,74,74,74,64,18,17,77,59,23,37,35,29,54,63,49,55,45,65,51,27,75,73,85,15,83,71,20,41,30,60,76,78,76,14,14,5,10,8,B
277,76,277,61,61,61,64,65,65,65,64,67,67,67,66,72,72,72,66,70,75,75,75,70,69,72,72,72,69,59,49,62,79,43,69,66,46,78,79,47,53,61,70,73,64,60,68,65,55,79,73,60,68,50,63,77,79,73,7,13,13,15,7,V
278,76,278,66,66,66,74,72,72,72,74,74,74,74,74,69,69,69,74,57,54,54,54,57,52,41,41,41,52,73,64,34,74,56,80,67,71,66,81,78,66,82,71,84,68,55,73,49,71,41,27,70,77,58,78,44,31,24,15,10,14,14,7,V
279,76,279,66,66,66,69,68,68,68,69,68,68,68,72,70,70,70,72,75,74,74,74,75,75,74,74,74,75,75,49,80,76,49,76,52,58,69,77,75,75,73,73,67,62,89,81,67,39,70,81,66,61,51,71,74,74,68,7,6,14,7,14,B
280,76,280,65,65,65,71,69,69,69,71,70,70,70,73,71,71,71,73,75,72,72,72,75,74,70,70,70,74,79,50,59,77,53,78,73,49,66,77,78,78,76,79,71,62,65,75,68,46,61,76,62,66,59,74,69,74,70,8,9,13,12,14,B
281,76,281,71,71,71,75,74,74,74,75,75,75,75,74,69,69,69,74,59,56,56,56,59,55,48,48,48,55,78,74,49,77,59,81,75,58,64,76,76,68,83,73,76,81,62,67,60,71,58,37,72,74,72,65,34,38,36,7,10,16,8,13,V
282,76,282,50,50,50,49,48,48,48,49,49,49,49,52,55,55,55,52,67,69,69,69,67,69,75,75,75,69,44,28,78,67,24,42,38,37,60,60,60,79,59,71,44,41,65,79,87,31,82,68,28,32,33,68,75,75,79,8,7,7,14,13,B
283,76,283,68,68,68,68,69,69,69,68,70,70,70,68,71,71,71,68,72,75,75,75,72,72,74,74,74,72,51,65,64,77,47,75,46,44,72,75,76,72,69,69,60,73,54,71,72,73,76,82,60,58,49,74,80,77,72,13,7,7,14,8,V
284,76,284,71,71,71,75,75,75,75,75,75,75,75,74,69,69,69,74,58,54,54,54,58,54,45,45,45,54,76,70,49,72,74,79,84,83,64,81,78,74,77,72,82,83,64,69,61,79,32,31,69,80,68,79,38,36,28,10,10,14,15,11,V
285,76,285,69,69,69,70,70,70,70,70,72,72,72,71,75,75,75,71,72,74,74,74,72,71,71,71,71,71,68,63,67,79,67,70,74,78,78,78,61,60,67,71,61,77,68,80,72,74,71,74,66,78,75,74,71,72,72,13,12,9,13,15,V
286,76,286,73,73,73,76,74,74,74,76,73,73,73,75,65,65,65,75,57,50,50,50,57,53,44,44,44,53,75,72,58,69,72,82,47,55,54,76,93,92,92,71,91,76,93,73,69,68,38,26,72,66,60,74,25,31,25,7,13,12,13,9,V
287,76,287,66,66,66,65,67,67,67,65,69,69,69,67,72,72,72,67,70,74,74,74,70,70,73,73,73,70,58,61,68,77,43,66,44,56,72,75,59,58,60,69,60,77,71,80,79,69,69,75,56,76,55,70,75,76,70,15,13,12,11,16,V
288,76,288,74,74,74,74,74,74,74,74,72,72,72,72,64,64,64,72,55,49,49,49,55,52,44,44,44,52,67,80,74,66,71,76,66,69,53,74,79,86,83,70,79,76,74,76,49,73,62,28,80,65,70,75,34,22,23,12,9,9,11,12,N
289,76,289,64,64,64,70,70,70,70,70,73,73,73,71,75,75,75,71,71,74,74,74,71,68,67,67,67,68,66,55,27,80,72,70,77,70,74,80,69,61,74,74,91,79,68,68,67,73,81,80,65,79,64,73,71,71,61,11,11,14,10,7,V
290,75,290,48,48,48,44,47,47,47,44,48,48,48,47,56,56,56,47,61,68,68,68,61,64,73,73,73,64,34,20,74,62,19,44,49,21,64,60,38,41,49,72,63,68,69,48,67,40,70,81,29,46,35,68,77,80,76,11,6,8,9,5,B
291,75,291,72,72,72,74,74,74,74,74,74,74,74,74,68,68,68,74,60,57,57,57,60,58,53,53,53,58,68,72,80,73,60,77,77,62,66,77,84,75,92,72,95,75,93,77,42,71,74,28,73,71,79,74,55,39,37,13,11,8,8,8,V
292,75,292,71,71,71,75,75,75,75,75,75,75,75,74,70,70,70,74,62,59,59,59,62,60,51,51,51,60,66,68,58,73,65,78,82,84,70,77,88,81,92,72,91,85,58,72,37,78,67,42,69,76,65,73,43,44,47,14,9,14,11,14,V
293,75,293,49,49,49,44,45,45,45,44,45,45,45,47,52,52,52,47,61,66,66,66,61,64,74,74,74,64,41,28,75,66,31,40,29,27,51,57,45,48,31,72,32,56,68,56,92,24,75,68,28,30,20,69,76,77,73,7,12,7,16,12,B
294,75,294,70,70,70,75,73,73,73,75,74,74,74,76,73,73,73,76,75,71,71,71,75,74,69,69,69,74,76,55,61,74,61,83,71,48,70,79,87,86,77,75,82,75,69,78,69,71,65,67,68,71,49,74,65,74,73,8,7,10,7,7,B
295,75,295,50,50,50,47,50,50,50,47,52,52,52,50,60,60,60,50,62,70,70,70,62,64,74,74,74,64,44,20,74,68,37,47,46,44,66,66,34,32,34,68,36,62,67,54,81,48,75,76,45,47,48,73,74,80,74,14,8,16,6,15,B
296,75,296,65,65,65,67,67,67,67,67,70,70,70,68,73,73,73,68,69,73,73,73,69,68,69,69,69,68,68,61,62,80,54,65,76,78,76,78,63,42,66,74,72,76,61,70,65,73,80,72,53,75,72,69,62,75,68,9,14,8,13,7,V
297,75,297,67,67,67,73,72,72,72,73,74,74,74,73,72,72,72,73,65,63,63,63,65,62,54,54,54,62,71,68,48,76,64,80,73,78,72,76,74,75,80,71,72,77,61,73,38,75,46,59,63,77,66,76,55,53,42,13,8,6,9,10,V
298,75,298,61,61,61,65,63,63,63,65,64,64,64,68,68,68,68,68,74,72,72,72,74,74,72,72,72,74,78,41,71,70,50,67,76,33,69,72,73,75,68,71,69,61,78,85,71,54,78,74,54,62,44,69,68,76,74,15,10,7,6,11,B
299,75,299,60,60,60,62,61,61,61,62,62,62,62,64,66,66,66,64,73,72,72,72,73,73,73,73,73,73,69,37,66,72,53,59,56,42,69,69,68,69,68,75,68,70,83,78,75,55,65,78,55,55,54,69,76,75,78,8,7,11,8,9,B
300,75,300,67,67,67,73,72,72,72,73,73,73,73,74,68,68,68,74,59,55,55,55,59,55,44,44,44,55,68,71,47,73,68,79,72,69,69,73,82,81,85,70,84,70,73,83,31,69,69,35,70,70,68,71,41,27,34,9,15,12,11,7,V
301,75,301,73,73,73,71,72,72,72,71,69,69,69,67,59,59,59,67,47,43,43,43,47,44,40,40,40,44,58,79,67,69,71,73,34,57,43,76,68,72,73,75,66,75,68,42,62,70,27,12,77,56,69,62,43,13,20,12,9,8,15,7,N
302,75,302,70,70,70,74,73,73,73,74,74,74,74,74,71,71,71,74,61,60,60,60,61,57,50,50,50,57,77,70,43,76,80,75,76,76,74,76,77,77,73,68,74,80,70,68,74,74,42,60,71,76,79,69,38,40,25,15,11,8,8,11,V
303,75,303,71,71,71,70,72,72,72,70,72,72,72,71,74,74,74,71,72,74,74,74,72,73,75,75,75,73,60,60,80,76,63,72,68,67,71,75,67,69,68,77,66,75,86,81,73,73,77,77,73,73,41,80,71,75,72,13,6,11,11,14,V
304,75,304,71,71,71,75,74,74,74,75,73,73,73,74,66,66,66,74,58,55,55,55,58,54,48,48,48,54,70,73,51,72,57,82,65,56,66,74,91,88,88,66,91,81,81,68,58,69,72,38,70,64,62,72,40,35,24,8,8,10,13,10,V
305,75,305,69,69,69,73,72,72,72,73,73,73,73,74,73,73,73,74,72,72,72,72,72,71,68,68,68,71,75,67,55,75,55,72,73,70,77,73,81,80,80,70,73,67,72,86,75,70,76,63,72,77,61,70,69,70,64,9,15,15,10,13,V
306,75,306,73,73,73,65,70,70,70,65,68,68,68,63,61,61,61,63,46,48,48,48,46,45,46,46,46,45,30,75,79,69,68,66,56,30,42,74,66,55,69,76,49,76,59,69,86,68,49,23,76,61,68,71,28,24,21,9,15,15,14,6,N
307,75,307,60,60,60,55,58,58,58,55,59,59,59,57,64,64,64,57,64,70,70,70,64,66,74,74,74,66,40,38,78,71,34,59,43,66,72,60,54,65,50,67,45,86,71,63,90,65,80,70,46,58,39,71,72,76,72,11,16,16,12,13,B
308,75,308,71,71,71,72,72,72,72,72,73,73,73,72,72,72,72,72,69,69,69,69,69,68,65,65,65,68,64,70,66,75,62,75,70,70,71,73,79,76,84,67,65,75,69,82,68,75,67,67,72,73,52,67,61,64,61,14,8,13,11,13,V
309,75,309,52,52,52,50,50,50,50,50,51,51,51,53,56,56,56,53,65,68,68,68,65,67,74,74,74,67,38,36,72,60,36,48,36,27,62,61,67,67,65,70,59,52,83,69,78,34,84,75,28,44,32,66,77,74,76,11,7,13,14,6,B
310,75,310,69,69,69,74,73,73,73,74,73,73,73,74,66,66,66,74,56,51,51,51,56,52,42,42,42,52,70,66,46,67,61,79,76,72,62,78,89,86,83,72,79,73,36,73,61,68,59,18,73,71,69,70,30,35,28,7,6,11,14,12,N
311,75,311,63,63,63,66,65,65,65,66,64,64,64,67,64,64,64,67,73,69,69,69,73,73,70,70,70,73,75,50,62,66,43,65,60,35,51,71,78,76,72,72,66,66,74,79,66,44,67,75,68,60,55,69,75,71,76,12,14,8,15,11,B
312,75,312,67,67,67,71,69,69,69,71,68,68,68,71,69,69,69,71,74,70,70,70,74,73,68,68,68,73,78,43,60,74,44,77,53,71,66,79,77,77,75,77,72,80,67,74,52,77,65,75,75,41,55,72,73,69,70,8,15,8,7,14,B
313,75,313,72,72,72,74,74,74,74,74,73,73,73,73,72,72,72,73,71,70,70,70,71,70,66,66,66,70,73,71,52,73,67,74,69,76,70,74,79,79,74,75,72,84,72,72,67,77,60,72,74,71,72,67,62,71,66,11,7,14,11,8,B
314,75,314,68,68,68,67,68,68,68,67,68,68,68,67,70,70,70,67,71,73,73,73,71,71,75,75,75,71,67,62,74,70,73,67,62,59,66,71,63,61,62,69,63,74,71,75,79,74,88,80,69,68,63,72,72,76,72,16,11,13,14,8,V
315,75,315,48,48,48,38,41,41,41,38,38,38,38,39,44,44,44,39,54,61,61,61,54,58,73,73,73,58,25,36,78,45,35,45,19,18,45,49,32,46,32,60,32,72,68,33,93,22,73,79,20,25,33,73,76,78,74,8,7,10,10,14,B
316,75,316,73,73,73,68,72,72,72,68,70,70,70,68,67,67,67,68,52,55,55,55,52,50,50,50,50,50,52,80,73,72,69,67,65,56,65,72,64,58,58,71,58,73,71,70,77,67,65,38,82,70,71,71,38,30,23,16,11,15,12,16,N
317,75,317,57,57,57,60,59,59,59,60,61,61,61,63,67,67,67,63,73,75,75,75,73,74,76,76,76,74,62,35,66,72,37,62,43,40,70,68,64,64,67,80,73,48,84,74,72,44,77,82,52,57,51,80,80,80,79,11,6,7,6,13,B
318,75,318,68,68,68,73,72,72,72,73,73,73,73,73,68,68,68,73,59,56,56,56,59,55,49,49,49,55,67,69,52,74,58,83,66,53,66,80,77,77,88,64,77,64,69,74,65,65,60,35,67,69,64,68,41,33,39,15,7,14,11,14,V
319,75,319,71,71,71,75,74,74,74,75,74,74,74,73,69,69,69,73,60,58,58,58,60,56,53,53,53,56,78,71,55,69,68,82,81,72,65,80,66,63,72,80,83,73,73,51,58,72,65,45,76,76,85,81,44,42,40,8,6,16,8,13,V
320,75,320,56,56,56,58,57,57,57,58,59,59,59,61,65,65,65,61,70,74,74,74,70,71,74,74,74,71,47,41,65,74,38,64,44,35,70,70,67,66,68,71,61,56,82,86,76,40,86,76,33,47,46,60,74,78,75,14,14,9,14,14,V
321,75,321,69,69,69,70,71,71,71,70,72,72,72,71,73,73,73,71,73,73,73,73,73,72,71,71,71,72,67,66,61,74,45,69,51,65,69,76,73,67,65,75,71,82,80,86,69,78,70,74,66,76,64,69,73,72,69,11,12,16,12,14,V
322,75,322,49,49,49,45,47,47,47,45,47,47,47,48,55,55,55,48,63,69,69,69,63,66,74,74,74,66,30,29,74,65,24,49,46,41,60,55,43,49,42,71,35,60,76,66,69,41,72,82,26,33,43,68,75,81,79,12,5,7,6,8,B
323,75,323,50,50,50,53,53,53,53,53,57,57,57,57,63,63,63,57,66,72,72,72,66,67,74,74,74,67,44,21,74,72,27,64,24,28,70,66,53,53,59,71,61,40,64,65,79,25,74,76,35,59,35,69,74,77,76,13,10,15,12,11,B
324,75,324,58,58,58,66,62,62,62,66,63,63,63,68,64,64,64,68,74,68,68,68,74,74,69,69,69,74,78,21,65,66,33,75,67,21,58,75,78,91,79,75,78,53,67,78,65,42,62,70,58,51,22,68,69,74,72,11,7,9,13,15,B
325,75,325,71,71,71,75,74,74,74,75,74,74,74,74,69,69,69,74,61,58,58,58,61,58,52,52,52,58,66,67,60,72,60,83,59,61,60,80,79,86,80,72,70,72,52,72,67,72,50,39,70,72,53,72,42,53,30,5,6,14,7,13,V
326,75,326,68,68,68,67,69,69,69,67,69,69,69,69,73,73,73,69,71,74,74,74,71,71,74,74,74,71,60,60,75,75,42,73,44,39,69,75,52,63,60,68,39,81,81,90,82,67,74,75,64,76,50,73,71,76,68,12,12,11,7,16,V
327,75,327,73,73,73,73,72,72,72,73,72,72,72,73,67,67,67,73,60,58,58,58,60,58,55,55,55,58,76,74,69,72,74,74,72,33,68,73,86,84,75,64,57,75,72,74,81,66,74,42,72,70,68,73,35,45,34,13,16,11,6,14,V
328,75,328,70,70,70,73,72,72,72,73,72,72,72,74,71,71,71,74,73,71,71,71,73,73,71,71,71,73,76,64,68,74,48,73,50,61,70,72,87,83,77,71,78,71,76,79,68,68,77,66,71,71,53,72,75,70,72,8,8,11,10,9,B
329,75,329,70,70,70,73,72,72,72,73,73,73,73,73,69,69,69,73,60,58,58,58,60,57,51,51,51,57,70,70,56,74,62,76,67,59,70,73,78,77,76,69,70,68,64,77,68,69,53,43,75,73,71,73,53,33,32,15,10,12,15,6,V
330,75,330,60,60,60,69,66,66,66,69,69,69,69,70,71,71,71,70,75,70,70,70,75,73,63,63,63,73,77,59,37,76,69,67,69,80,68,69,74,75,78,82,85,68,63,82,37,69,40,73,44,76,49,70,74,72,74,15,6,9,8,11,B
331,75,331,66,66,66,65,66,66,66,65,67,67,67,66,70,70,70,66,70,74,74,74,70,70,75,75,75,70,61,55,74,74,60,67,57,57,74,74,65,55,63,75,65,77,78,62,78,59,83,77,60,65,68,73,71,79,74,11,11,11,8,5,V
332,75,332,70,70,70,74,72,72,72,74,73,73,73,73,67,67,67,73,54,51,51,51,54,50,41,41,41,50,72,70,60,73,67,76,75,76,70,77,87,75,82,71,78,70,55,68,62,71,51,25,67,72,70,74,24,23,20,9,12,9,9,7,N
333,75,333,59,59,59,62,61,61,61,62,61,61,61,63,63,63,63,63,72,70,70,70,72,73,73,73,73,73,61,28,64,70,53,63,47,32,53,70,74,77,69,69,66,72,78,76,69,68,74,71,58,49,43,64,75,79,84,15,12,13,14,12,B
334,75,334,67,67,67,72,72,72,72,72,73,73,73,73,71,71,71,73,60,58,58,58,60,57,48,48,48,57,69,67,59,76,61,76,75,76,71,79,77,69,78,70,75,70,46,74,46,68,38,45,63,78,60,70,44,44,30,11,12,13,8,12,V
335,75,335,66,66,66,71,70,70,70,71,71,71,71,73,71,71,71,73,74,71,71,71,74,73,69,69,69,73,73,42,60,73,55,75,72,60,68,74,83,82,82,74,81,72,60,85,68,66,72,69,75,69,42,68,69,72,72,8,11,12,6,6,B
336,75,336,64,64,64,67,68,68,68,67,70,70,70,69,72,72,72,69,71,74,74,74,71,72,73,73,73,72,50,61,71,70,41,75,75,55,75,73,71,72,78,77,77,51,52,74,66,56,72,76,55,77,61,67,78,77,76,7,7,12,8,16,V
337,75,337,68,68,68,72,72,72,72,72,73,73,73,72,70,70,70,72,59,59,59,59,59,56,50,50,50,56,67,70,42,76,68,75,75,72,72,74,74,68,78,70,74,73,45,65,60,71,63,43,71,76,76,73,48,44,34,6,13,9,11,13,V
338,75,338,72,72,72,72,73,73,73,72,73,73,73,73,73,73,73,73,72,73,73,73,72,71,72,72,72,71,60,65,64,76,68,77,59,68,70,77,79,77,76,72,90,85,79,86,76,77,90,69,70,67,68,67,73,70,64,5,12,6,13,14,V
339,75,339,70,70,70,75,74,74,74,75,73,73,73,73,65,65,65,73,57,53,53,53,57,54,47,47,47,54,69,70,52,68,67,82,72,58,54,78,91,88,85,67,83,77,66,69,61,76,66,25,65,72,66,74,47,32,27,5,6,14,7,12,N
340,75,340,70,70,70,73,73,73,73,73,74,74,74,74,74,74,74,74,72,71,71,71,72,70,66,66,66,70,68,65,50,75,57,75,75,60,73,75,79,77,76,77,74,75,76,81,69,74,62,71,74,75,62,78,59,69,66,7,11,8,7,10,V
341,75,341,67,67,67,73,72,72,72,73,74,74,74,73,69,69,69,73,57,56,56,56,57,54,45,45,45,54,66,64,51,74,61,75,72,73,71,76,81,72,82,74,67,55,51,71,54,62,57,41,77,76,71,78,26,33,32,13,8,10,9,10,V
342,75,342,66,66,66,70,70,70,70,70,72,72,72,71,74,74,74,71,72,73,73,73,72,70,69,69,69,70,74,57,52,79,67,73,74,73,76,78,63,63,75,73,78,72,61,69,63,72,71,73,64,75,76,76,74,72,68,10,14,15,14,7,V
343,75,343,73,73,73,76,75,75,75,76,75,75,75,74,70,70,70,74,63,60,60,60,63,61,56,56,56,61,75,68,69,71,65,83,77,58,66,79,78,75,86,76,77,80,74,63,65,83,71,44,69,73,70,84,37,48,52,9,15,7,13,9,V
344,75,344,50,50,50,47,48,48,48,47,49,49,49,50,56,56,56,50,63,68,68,68,63,65,74,74,74,65,38,22,78,59,28,51,29,33,57,62,48,47,46,70,43,61,63,67,78,38,80,72,31,43,35,70,78,78,75,9,8,8,15,16,B
345,75,345,67,67,67,75,74,74,74,75,76,76,76,75,71,71,71,75,59,57,57,57,59,55,46,46,46,55,56,58,44,77,62,88,78,59,57,84,84,75,84,77,92,55,37,79,50,56,55,42,74,76,58,69,30,43,25,15,11,9,15,15,N
346,75,346,71,71,71,74,73,73,73,74,73,73,73,73,67,67,67,73,55,52,52,52,55,52,44,44,44,52,67,68,65,70,66,80,67,44,63,79,84,79,73,70,65,69,68,72,61,70,50,29,72,70,65,65,23,31,26,14,10,10,8,12,V
