id,Overall,id,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
478,72,712,55,55,55,57,57,57,57,57,59,59,59,59,64,64,64,59,68,71,71,71,68,68,71,71,71,68,55,33,65,71,43,57,47,39,65,65,66,50,64,74,67,58,81,77,68,52,81,78,47,55,46,69,73,72,68,8,14,12,14,7,V
479,72,716,72,72,72,71,71,71,71,71,71,71,71,70,67,67,67,70,60,58,58,58,60,58,56,56,56,58,65,72,73,74,66,71,40,30,58,73,72,76,71,69,54,74,65,70,84,70,53,45,72,69,65,64,43,46,37,11,13,14,9,15,V
480,72,717,68,68,68,70,70,70,70,70,71,71,71,70,68,68,68,70,58,56,56,56,58,55,47,47,47,55,75,65,62,73,70,68,80,72,74,75,66,66,72,70,73,74,42,71,63,72,36,42,70,74,68,68,47,26,36,10,12,16,16,9,N
481,72,718,71,71,71,67,70,70,70,67,69,69,69,66,64,64,64,66,52,53,53,53,52,50,50,50,50,50,50,72,77,67,51,64,51,47,56,69,65,65,60,74,50,74,75,64,80,70,56,47,75,76,72,74,32,21,30,14,12,9,13,7,N
482,71,720,63,63,63,62,63,63,63,62,63,63,63,64,67,67,67,64,67,69,69,69,67,67,69,69,69,67,58,48,67,68,59,58,46,57,67,66,65,65,59,68,62,70,81,84,75,66,80,69,65,66,60,70,70,69,64,7,6,6,10,16,V
483,71,721,56,56,56,59,59,59,59,59,63,63,63,61,68,68,68,61,64,70,70,70,64,63,67,67,67,63,56,39,56,74,39,66,59,47,72,72,39,43,62,64,59,61,62,69,71,48,75,70,58,68,49,59,67,73,63,13,10,14,11,10,V
484,71,723,70,70,70,68,69,69,69,68,69,69,69,68,67,67,67,68,61,62,62,62,61,60,61,61,61,60,67,66,73,71,75,68,76,75,69,70,67,71,75,69,66,79,78,67,69,71,77,53,71,66,70,66,51,55,45,8,11,11,8,11,N
485,71,724,62,62,62,68,66,66,66,68,67,67,67,70,65,65,65,70,65,61,61,61,65,63,56,56,56,63,70,50,48,70,52,72,71,53,66,73,87,83,86,61,90,56,63,76,63,50,42,53,68,60,47,73,62,47,57,6,6,9,9,10,V
486,71,725,69,69,69,69,69,69,69,69,69,69,69,69,64,64,64,69,51,50,50,50,51,48,43,43,43,48,66,70,69,69,68,69,59,37,61,71,71,71,73,71,63,66,60,72,71,66,66,26,72,69,69,68,20,21,23,6,13,13,13,15,N
487,71,726,62,62,62,66,66,66,66,66,68,68,68,67,70,70,70,67,68,69,69,69,68,67,64,64,64,67,61,48,51,74,55,65,73,73,70,71,70,70,80,70,80,70,55,83,66,68,71,66,60,76,66,67,67,62,62,5,13,13,8,9,V
488,71,727,69,69,69,62,66,66,66,62,64,64,64,59,60,60,60,59,47,53,53,53,47,47,56,56,56,47,52,72,80,61,66,64,64,61,57,65,44,38,54,69,52,74,86,30,89,73,75,44,77,68,75,74,40,39,37,13,11,13,7,15,N
489,71,729,69,69,69,64,66,66,66,64,64,64,64,64,61,61,61,64,55,56,56,56,55,54,58,58,58,54,49,71,78,60,70,64,49,43,58,65,73,68,74,66,76,69,93,76,76,66,94,36,73,56,69,68,46,49,38,10,15,15,12,15,N
490,71,733,65,65,65,67,67,67,67,67,68,68,68,68,69,69,69,68,70,70,70,70,70,69,67,67,67,69,59,58,60,73,44,69,50,46,68,70,76,67,81,74,83,70,65,89,69,63,75,75,64,62,52,63,64,66,62,9,5,10,9,5,V
491,71,734,57,57,57,54,56,56,56,54,57,57,57,56,62,62,62,56,64,69,69,69,64,65,71,71,71,65,42,38,68,73,36,57,47,41,65,63,47,52,53,68,49,78,82,75,81,62,75,71,43,48,47,70,68,74,68,11,13,11,8,6,V
492,71,735,58,58,58,55,57,57,57,55,57,57,57,56,63,63,63,56,65,70,70,70,65,67,71,71,71,67,44,48,71,68,30,55,42,41,68,66,53,54,60,66,68,78,74,76,66,76,78,77,37,47,39,66,74,74,71,7,6,6,14,14,V
493,71,736,70,70,70,70,70,70,70,70,70,70,70,70,64,64,64,70,55,53,53,53,55,51,47,47,47,51,67,70,66,69,62,73,67,51,62,71,73,77,80,65,66,70,66,73,74,63,63,43,72,69,65,64,37,17,21,11,16,16,9,11,N
494,71,737,55,55,55,58,58,58,58,58,61,61,61,61,66,66,66,61,65,69,69,69,65,64,67,67,67,64,63,41,63,70,43,70,72,44,71,71,47,43,56,67,66,61,62,76,72,52,78,70,38,65,52,66,68,66,62,11,11,14,6,6,V
495,71,738,68,68,68,72,71,71,71,72,71,71,71,70,63,63,63,70,49,46,46,46,49,44,37,37,37,44,66,71,50,69,55,76,69,74,64,74,79,77,78,67,81,71,47,52,62,73,50,16,64,74,69,68,26,19,15,9,15,16,10,8,V
496,71,740,69,69,69,67,68,68,68,67,65,65,65,65,58,58,58,65,50,47,47,47,50,47,44,44,44,47,47,71,68,56,70,72,56,50,45,70,81,80,79,71,79,72,77,67,60,67,67,32,67,57,61,66,30,20,22,16,10,8,10,14,N
497,71,741,62,62,62,70,68,68,68,70,70,70,70,69,65,65,65,69,57,54,54,54,57,54,45,45,45,54,69,62,32,71,53,71,42,42,66,73,81,73,77,73,74,57,48,50,51,65,38,36,66,68,43,71,40,42,41,14,7,14,6,10,V
498,71,745,67,67,67,70,69,69,69,70,69,69,69,71,70,70,70,71,70,68,68,68,70,69,64,64,64,69,70,65,45,71,65,71,67,49,67,68,76,83,72,73,67,72,54,82,73,70,75,70,69,67,62,73,38,73,72,11,10,7,8,8,V
499,71,747,59,59,59,55,58,58,58,55,59,59,59,59,66,66,66,59,65,70,70,70,65,66,70,70,70,66,54,45,71,67,44,51,65,55,72,59,52,51,33,60,34,70,66,89,86,70,73,73,57,70,68,59,63,71,74,14,11,7,16,9,V
500,71,748,63,63,63,70,68,68,68,70,71,71,71,69,70,70,70,69,62,63,63,63,62,59,55,55,55,59,73,69,31,77,59,67,68,74,76,78,69,61,79,65,81,63,80,54,65,64,53,55,61,78,77,76,50,56,48,6,16,9,14,8,V
501,71,749,69,69,69,70,70,70,70,70,68,68,68,68,60,60,60,68,54,48,48,48,54,51,45,45,45,51,64,70,68,67,67,70,58,60,44,68,84,85,86,69,80,70,92,68,61,71,43,24,67,66,69,69,39,28,26,15,14,8,12,11,N
502,71,750,65,65,65,65,66,66,66,65,67,67,67,66,69,69,69,66,66,69,69,69,66,65,65,65,65,65,62,60,57,76,69,65,64,60,75,71,57,54,75,64,82,80,51,74,71,69,68,67,67,66,74,71,65,67,65,5,15,14,6,7,V
503,71,751,69,69,69,68,68,68,68,68,66,66,66,67,60,60,60,67,52,49,49,49,52,49,45,45,45,49,58,74,62,63,63,68,54,52,53,72,73,75,71,65,65,72,68,73,70,64,56,29,73,57,68,60,31,27,24,13,8,10,10,14,N
504,71,752,69,69,69,68,69,69,69,68,69,69,69,68,69,69,69,68,66,67,67,67,66,65,65,65,65,65,58,70,66,71,59,71,60,56,68,72,69,71,71,65,68,70,66,71,73,67,65,64,68,71,56,66,59,65,64,10,8,15,7,7,V
505,71,753,65,65,65,64,64,64,64,64,64,64,64,65,67,67,67,65,69,70,70,70,69,69,69,69,69,69,63,60,64,68,65,65,68,69,75,64,69,69,70,64,66,81,81,85,75,74,70,73,59,59,70,64,70,68,70,7,16,11,7,9,V
506,71,754,62,62,62,71,69,69,69,71,70,70,70,70,65,65,65,70,58,53,53,53,58,55,43,43,43,55,65,64,37,69,47,72,63,65,65,70,89,87,91,64,87,60,58,65,30,69,38,49,66,70,50,55,33,36,39,10,9,13,14,12,N
507,71,755,66,66,66,65,66,66,66,65,68,68,68,66,70,70,70,66,65,70,70,70,65,64,69,69,69,64,67,64,66,72,61,69,67,64,73,71,50,51,52,68,52,66,50,61,90,68,76,71,66,74,74,74,64,72,59,7,14,6,7,12,V
508,71,756,71,71,71,70,71,71,71,70,70,70,70,70,69,69,69,70,70,70,70,70,70,71,70,70,70,71,60,75,72,71,63,72,55,47,64,71,80,79,75,70,75,72,81,81,67,66,76,71,68,64,52,66,72,67,68,6,12,10,13,13,V
509,71,758,60,60,60,67,65,65,65,67,67,67,67,69,68,68,68,69,68,67,67,67,68,67,62,62,62,67,75,40,60,75,48,70,64,41,70,73,79,69,65,70,62,49,44,68,60,45,61,63,67,66,48,65,62,64,61,15,10,12,7,6,V
510,71,759,64,64,64,70,68,68,68,70,69,69,69,70,66,66,66,70,65,60,60,60,65,63,56,56,56,63,70,60,50,71,55,73,70,60,62,67,82,80,83,69,84,65,62,71,57,62,42,55,66,68,59,65,56,53,57,12,6,11,13,9,V
511,71,760,69,69,69,63,65,65,65,63,62,62,62,62,57,57,57,62,49,47,47,47,49,47,46,46,46,47,50,71,75,60,68,67,54,39,45,59,64,72,60,68,50,78,76,78,79,69,61,26,71,53,59,64,27,29,22,7,8,12,7,14,N
512,71,761,65,65,65,70,69,69,69,70,70,70,70,70,69,69,69,70,70,69,69,69,70,69,66,66,66,69,72,60,46,70,65,71,79,70,68,72,75,76,85,69,80,66,71,68,60,72,70,72,70,69,70,76,64,70,69,3,5,3,3,5,V
513,71,764,64,64,64,66,67,67,67,66,69,69,69,65,69,69,69,65,64,70,70,70,64,64,70,70,70,64,63,60,64,71,64,70,64,65,68,77,64,32,73,70,67,68,55,32,66,66,85,75,65,76,68,75,72,71,68,13,16,6,10,14,V
514,71,765,69,69,69,71,70,70,70,71,70,70,70,71,67,67,67,71,66,65,65,65,66,65,63,63,63,65,73,66,67,68,59,74,68,66,65,72,76,77,75,70,73,70,68,78,69,62,88,51,70,69,65,65,62,56,59,6,16,16,15,15,N
515,71,766,70,70,70,70,70,70,70,70,70,70,70,70,67,67,67,70,58,57,57,57,58,55,52,52,52,55,73,66,63,71,75,71,57,63,68,71,74,76,70,71,72,77,78,71,69,71,68,49,70,67,54,76,38,38,24,12,16,12,8,8,V
516,71,767,68,68,68,71,70,70,70,71,69,69,69,70,61,61,61,70,55,49,49,49,55,52,44,44,44,52,69,63,58,66,52,73,73,46,51,70,89,88,81,67,79,78,51,63,60,64,60,29,70,66,57,63,24,34,32,13,13,11,10,16,V
517,71,768,57,57,57,55,57,57,57,55,58,58,58,59,64,64,64,59,66,70,70,70,66,66,69,69,69,66,48,44,69,69,39,58,46,42,67,68,54,53,49,65,48,63,60,93,83,47,74,72,44,55,49,62,70,68,63,10,10,15,15,8,V
518,71,769,70,70,70,68,70,70,70,68,69,69,69,67,64,64,64,67,55,55,55,55,55,53,53,53,53,53,54,69,78,64,60,74,67,62,54,71,68,74,70,71,66,73,78,69,73,68,69,49,69,72,66,72,38,40,20,10,11,14,13,16,N
519,71,770,56,56,56,58,58,58,58,58,60,60,60,60,64,64,64,60,67,69,69,69,67,67,68,68,68,67,48,43,58,70,32,60,61,55,64,65,67,65,69,66,87,68,74,91,73,49,81,68,41,59,49,66,70,70,65,15,10,10,7,9,V
520,71,772,67,67,67,71,70,70,70,71,71,71,71,72,69,69,69,72,65,65,65,65,65,63,61,61,61,63,58,68,55,72,62,73,57,54,69,75,89,83,86,61,93,62,74,84,70,53,84,51,68,73,58,69,57,56,52,6,6,8,9,9,V
521,71,773,65,65,65,69,68,68,68,69,69,69,69,70,70,70,70,70,67,66,66,66,67,65,61,61,61,65,65,67,39,71,38,68,66,66,70,69,68,73,76,73,73,70,69,90,69,66,72,53,69,71,58,72,54,67,61,15,6,8,7,12,V
522,71,775,67,67,67,71,70,70,70,71,71,71,71,71,69,69,69,71,66,65,65,65,66,64,61,61,61,64,63,65,50,71,49,74,72,52,67,73,77,77,74,71,72,68,62,71,65,73,68,60,69,72,66,74,55,61,56,15,11,10,7,7,N
523,71,776,59,59,59,61,61,61,61,61,62,62,62,61,64,64,64,61,68,70,70,70,68,68,69,69,69,68,52,53,38,65,47,60,51,45,59,63,67,64,82,68,87,74,74,86,68,61,89,73,56,60,54,58,71,75,76,16,16,13,13,12,V
524,71,777,52,52,52,49,52,52,52,49,54,54,54,53,62,62,62,53,61,70,70,70,61,61,69,69,69,61,41,32,52,69,34,49,41,49,62,61,38,39,33,62,39,68,53,86,93,45,85,75,50,59,38,65,63,78,55,15,8,11,8,13,V
525,71,778,62,62,62,64,65,65,65,64,67,67,67,65,69,69,69,65,63,66,66,66,63,62,61,61,61,62,63,56,60,76,46,64,69,57,74,72,50,52,69,68,75,66,62,69,54,59,70,63,68,71,66,72,58,59,56,8,13,6,10,9,V
526,71,780,64,64,64,71,69,69,69,71,70,70,70,70,65,65,65,70,60,53,53,53,60,57,46,46,46,57,68,62,59,72,76,68,55,73,42,74,73,88,84,76,83,45,72,78,43,50,34,47,70,76,66,64,14,49,34,11,14,7,7,12,V
527,71,783,63,63,63,71,68,68,68,71,69,69,69,71,67,67,67,71,63,59,59,59,63,61,53,53,53,61,76,58,50,68,68,75,73,74,64,71,83,80,78,65,81,46,69,67,52,41,46,58,74,76,71,72,30,58,49,10,8,7,9,7,V
528,71,784,62,62,62,71,68,68,68,71,69,69,69,71,65,65,65,71,59,53,53,53,59,56,44,44,44,56,76,64,49,72,65,73,74,75,62,75,86,81,74,65,88,49,46,58,34,43,39,42,64,72,74,66,30,44,37,13,7,8,7,14,V
529,71,787,62,62,62,63,64,64,64,63,67,67,67,65,70,70,70,65,65,69,69,69,65,64,66,66,66,64,63,45,64,81,58,66,62,59,74,70,52,49,64,71,65,70,66,69,74,58,76,64,62,74,64,73,60,65,64,10,9,8,11,9,V
530,71,788,70,70,70,71,71,71,71,71,70,70,70,70,64,64,64,70,56,54,54,54,56,54,50,50,50,54,73,67,58,64,74,74,70,69,58,72,77,74,73,73,70,72,68,57,72,73,61,43,75,69,72,63,27,39,35,10,12,11,11,16,V
531,71,789,55,55,55,59,58,58,58,59,60,60,60,63,64,64,64,63,69,69,69,69,69,68,67,67,67,68,56,44,45,71,61,66,52,53,67,67,69,67,61,67,62,55,80,82,64,37,69,72,41,59,45,58,69,69,73,8,13,12,7,13,V
532,71,794,61,61,61,65,65,65,65,65,66,66,66,67,69,69,69,67,70,69,69,69,70,68,62,62,62,68,67,59,48,72,59,63,54,62,73,70,69,69,66,64,74,66,30,88,54,63,57,73,59,70,63,63,65,70,63,11,15,6,14,7,V
533,71,795,69,69,69,64,66,66,66,64,64,64,64,64,61,61,61,64,49,50,50,50,49,46,46,46,46,46,60,76,72,68,68,63,56,64,60,67,53,62,64,58,59,74,85,75,80,68,62,39,73,56,69,66,37,18,12,12,10,16,10,13,N
534,71,796,70,70,70,70,70,70,70,70,69,69,69,70,65,65,65,70,60,57,57,57,60,57,54,54,54,57,71,65,74,72,67,73,59,63,60,72,72,77,74,71,72,71,75,64,66,62,62,54,70,67,61,69,39,37,36,9,8,16,12,13,N
535,71,797,69,69,69,65,66,66,66,65,63,63,63,63,57,57,57,63,50,48,48,48,50,49,46,46,46,49,42,72,73,59,67,68,54,42,49,70,77,78,80,66,75,69,84,73,68,65,45,33,68,42,65,69,32,30,24,13,7,5,9,14,N
536,71,798,64,64,64,72,69,69,69,72,70,70,70,70,62,62,62,70,55,52,52,52,55,51,45,45,45,51,72,68,32,70,46,73,77,74,71,70,87,84,87,67,89,67,73,39,42,70,69,28,68,65,69,63,59,23,36,6,11,7,7,15,V
537,71,799,62,62,62,64,64,64,64,64,66,66,66,64,69,69,69,64,67,71,71,71,67,66,68,68,68,66,69,61,49,74,58,67,64,70,71,71,42,38,61,73,80,72,46,54,60,67,80,76,62,70,60,72,72,74,70,6,11,7,14,16,V
538,71,800,70,70,70,65,69,69,69,65,69,69,69,65,64,64,64,65,44,50,50,50,44,41,45,45,45,41,42,75,74,72,60,76,70,74,66,80,33,66,66,60,34,72,54,58,90,50,58,11,65,72,80,69,36,24,14,11,15,9,14,10,N
539,71,801,67,67,67,70,69,69,69,70,68,68,68,70,65,65,65,70,67,62,62,62,67,66,61,61,61,66,65,63,54,61,71,76,81,71,54,75,88,87,86,65,87,78,71,81,58,70,66,58,62,62,50,62,59,62,59,11,12,13,9,9,V
540,71,805,66,66,66,66,67,67,67,66,68,68,68,67,70,70,70,67,66,69,69,69,66,66,66,66,66,66,65,58,63,75,64,66,66,71,77,71,60,65,66,70,66,80,65,70,73,76,66,63,63,66,61,68,65,68,61,9,11,16,11,15,V
541,71,806,70,70,70,66,68,68,68,66,65,65,65,64,61,61,61,64,55,55,55,55,55,54,56,56,56,54,56,75,70,55,67,71,50,59,54,71,66,59,68,69,64,70,78,55,78,60,67,56,77,60,49,67,45,40,39,13,16,8,8,13,N
542,71,807,69,69,69,69,69,69,69,69,67,67,67,68,60,60,60,68,51,46,46,46,51,47,41,41,41,47,65,67,65,65,67,76,72,65,52,74,78,83,78,65,67,79,76,73,70,69,58,21,62,55,56,65,20,22,17,12,11,15,12,16,N
543,71,808,69,69,69,62,65,65,65,62,62,62,62,61,55,55,55,61,44,44,44,44,44,42,42,42,42,42,28,72,75,60,61,59,61,59,48,68,78,79,67,63,44,66,85,78,92,52,45,17,70,53,65,71,28,14,12,13,11,8,5,7,N
544,71,809,58,58,58,56,59,59,59,56,61,61,61,57,66,66,66,57,63,69,69,69,63,63,67,67,67,63,36,43,54,73,51,53,60,38,70,68,58,44,69,69,67,77,74,71,60,69,71,72,53,59,70,69,73,70,66,16,15,14,6,14,V
545,71,811,66,66,66,69,69,69,69,69,70,70,70,69,68,68,68,69,62,63,63,63,62,60,59,59,59,60,71,63,62,74,67,70,69,69,69,74,69,65,75,68,80,69,64,54,65,68,70,61,65,73,72,75,58,49,43,10,6,9,10,15,V
546,71,813,69,69,69,64,67,67,67,64,64,64,64,62,57,57,57,62,47,47,47,47,47,45,45,45,45,45,48,70,71,65,76,71,66,22,39,77,48,54,65,64,39,72,69,64,78,66,53,19,76,48,63,68,45,20,25,13,8,13,13,6,N
547,71,814,61,61,61,68,66,66,66,68,69,69,69,69,65,65,65,69,56,54,54,54,56,53,46,46,46,53,67,56,43,74,53,76,55,52,65,75,67,65,77,70,75,54,56,66,67,43,52,29,62,75,51,65,31,34,46,11,12,11,13,13,V
548,71,816,66,66,66,71,70,70,70,71,70,70,70,69,63,63,63,69,50,48,48,48,50,46,38,38,38,46,68,70,44,64,70,75,65,49,62,74,76,71,84,66,81,76,62,63,46,76,68,26,66,70,62,70,19,23,19,14,13,9,9,8,N
549,71,818,63,63,63,61,64,64,64,61,65,65,65,62,69,69,69,62,64,70,70,70,64,64,69,69,69,64,63,58,67,70,58,64,65,68,74,71,37,34,52,70,59,78,68,62,78,75,68,72,60,75,69,65,72,69,69,7,13,9,7,13,V
550,71,819,69,69,69,66,67,67,67,66,65,65,65,64,56,56,56,64,45,41,41,41,45,42,38,38,38,42,49,71,68,69,66,68,54,44,38,67,73,71,74,65,66,70,80,69,76,66,55,12,74,50,63,68,13,14,15,8,6,11,14,8,N
551,71,821,62,62,62,65,64,64,64,65,67,67,67,66,69,69,69,66,67,69,69,69,67,66,66,66,66,66,67,56,64,74,49,69,68,55,75,68,66,60,64,67,65,69,66,69,63,65,73,71,51,73,49,73,62,69,64,6,13,6,13,11,V
552,71,822,69,69,69,70,70,70,70,70,70,70,70,69,63,63,63,69,54,50,50,50,54,51,45,45,45,51,59,67,64,67,66,78,73,61,59,74,78,77,81,64,69,74,74,67,64,72,45,37,66,66,71,68,30,24,32,16,15,9,6,11,V
553,71,823,70,70,70,70,70,70,70,70,69,69,69,70,65,65,65,70,56,55,55,55,56,54,50,50,50,54,64,75,63,69,65,69,69,55,63,72,78,78,71,72,68,73,65,79,70,69,65,27,66,65,69,70,40,40,28,11,6,6,8,9,N
554,71,824,68,68,68,70,70,70,70,70,69,69,69,70,63,63,63,70,53,50,50,50,53,49,43,43,43,49,71,64,61,67,68,75,77,72,66,72,75,77,77,70,73,75,80,66,61,66,65,30,70,64,72,65,21,22,25,16,8,6,16,10,N
555,71,826,61,61,61,61,63,63,63,61,65,65,65,63,69,69,69,63,64,71,71,71,64,62,66,66,66,62,42,59,51,79,31,69,48,38,77,69,47,47,64,70,65,73,63,78,71,54,82,67,56,62,36,72,69,65,61,8,15,14,9,6,V
556,71,827,51,51,51,62,60,60,60,62,66,66,66,64,70,70,70,64,66,69,69,69,66,64,61,61,61,64,58,31,35,73,31,66,67,55,74,79,65,37,90,75,83,44,63,72,57,49,36,72,53,73,56,78,66,72,53,15,9,6,9,13,V
557,71,829,63,63,63,65,65,65,65,65,67,67,67,66,70,70,70,66,67,69,69,69,67,66,65,65,65,66,67,54,60,72,63,64,68,65,71,71,57,54,69,69,67,73,58,78,63,68,66,71,68,72,58,73,66,64,63,13,14,14,16,8,V
558,71,835,65,65,65,68,68,68,68,68,69,69,69,67,67,67,67,67,59,59,59,59,59,57,53,53,53,57,65,65,54,71,59,71,70,63,66,73,61,63,74,71,63,73,68,58,57,74,47,48,59,74,59,70,57,45,43,14,7,12,15,6,V
559,71,836,59,59,59,58,58,58,58,58,59,59,59,60,64,64,64,60,66,70,70,70,66,66,72,72,72,66,53,39,73,71,50,63,53,51,68,74,53,56,64,63,68,68,68,75,87,53,77,70,50,47,49,68,71,70,69,7,13,12,15,7,V
560,71,837,64,64,64,69,68,68,68,69,70,70,70,69,70,70,70,69,63,65,65,65,63,61,58,58,58,61,66,61,45,74,63,72,80,77,73,73,69,70,72,65,77,72,54,70,57,71,57,58,63,72,59,73,64,66,32,15,8,9,11,7,V
561,71,838,69,69,69,66,67,67,67,66,65,65,65,65,59,59,59,65,46,44,44,44,46,43,39,39,39,43,58,71,67,68,65,69,45,27,61,72,65,68,68,66,60,75,73,69,75,59,49,14,71,47,56,70,24,10,15,12,13,12,14,10,N
562,71,840,64,64,64,67,67,67,67,67,70,70,70,67,68,68,68,67,56,58,58,58,56,54,49,49,49,54,54,58,53,76,62,68,65,51,73,74,70,71,82,64,80,68,46,66,70,66,34,42,62,74,57,73,42,45,34,12,11,6,15,6,V
563,71,842,64,64,64,68,67,67,67,68,69,69,69,70,70,70,70,70,70,69,69,69,70,69,65,65,65,69,63,56,57,73,47,68,53,49,71,69,78,78,84,73,84,63,74,90,65,65,75,69,62,70,42,61,63,61,64,7,14,15,11,8,V
564,71,843,68,68,68,71,70,70,70,71,70,70,70,70,64,64,64,70,55,52,52,52,55,52,46,46,46,52,68,67,46,65,58,74,67,65,62,73,76,76,79,73,75,72,72,61,58,66,65,35,75,67,72,65,43,21,35,14,14,10,9,12,V
565,71,846,55,55,55,50,53,53,53,50,54,54,54,53,61,61,61,53,62,69,69,69,62,64,72,72,72,64,37,33,70,68,35,53,41,34,61,54,46,45,38,59,41,71,48,82,93,51,86,74,54,56,55,68,69,75,72,10,10,9,14,13,V
566,71,847,70,70,70,70,70,70,70,70,67,67,67,68,58,58,58,68,53,48,48,48,53,51,47,47,47,51,48,73,67,58,56,73,36,33,40,71,93,92,88,64,85,63,70,76,65,53,52,28,74,62,66,67,50,28,22,15,10,13,12,12,N
567,71,848,69,69,69,65,67,67,67,65,66,66,66,66,69,69,69,66,67,70,70,70,67,67,69,69,69,67,50,57,71,72,70,70,54,46,69,71,65,64,58,66,66,84,61,87,83,73,83,69,68,58,69,64,58,69,67,11,9,13,12,11,V
568,71,849,63,63,63,63,64,64,64,63,66,66,66,64,69,69,69,64,66,70,70,70,66,65,68,68,68,65,63,59,60,70,59,63,68,78,74,70,58,45,56,63,63,74,63,71,74,73,71,72,63,75,65,68,68,72,64,15,6,10,8,16,V
569,70,850,68,68,68,65,67,67,67,65,66,66,66,65,62,62,62,65,56,57,57,57,56,55,57,57,57,55,58,67,70,71,68,67,56,55,49,68,65,51,62,66,44,77,74,71,82,65,73,30,71,66,67,71,54,48,46,14,12,14,10,10,N
570,70,853,69,69,69,69,68,68,68,69,67,67,67,69,62,62,62,69,54,50,50,50,54,51,44,44,44,51,70,69,71,67,73,73,64,68,69,68,81,82,76,66,65,69,58,71,70,60,43,37,64,61,71,61,31,19,20,7,6,11,8,6,N
571,70,854,66,66,66,65,67,67,67,65,68,68,68,64,68,68,68,64,62,67,67,67,62,62,66,66,66,62,49,74,58,74,49,63,48,47,65,73,58,57,55,71,50,65,58,55,73,75,59,68,60,70,39,56,75,67,51,8,11,11,6,9,V
572,70,855,64,64,64,69,67,67,67,69,67,67,67,68,61,61,61,68,55,49,49,49,55,51,40,40,40,51,67,61,46,66,58,74,71,44,57,72,77,79,87,71,90,71,60,75,32,68,61,25,67,51,64,59,25,34,31,11,14,12,10,12,V
573,70,856,69,69,69,69,69,69,69,69,67,67,67,68,62,62,62,68,57,54,54,54,57,55,50,50,50,55,57,69,62,61,64,67,70,59,50,67,85,83,84,77,82,65,83,81,70,60,71,52,73,63,72,72,25,32,31,9,15,11,6,13,N
574,70,858,55,55,55,60,58,58,58,60,58,58,58,63,61,61,61,63,69,65,65,65,69,69,66,66,66,69,69,28,58,62,36,65,58,49,59,64,76,75,73,64,72,56,64,90,71,52,73,63,59,47,44,61,62,73,72,7,10,8,13,15,V
575,70,859,68,68,68,65,67,67,67,65,65,65,65,64,58,58,58,64,49,49,49,49,49,46,47,47,47,46,56,70,71,66,63,65,60,46,32,67,65,58,68,73,70,71,77,67,80,52,90,42,70,69,67,69,28,15,12,15,16,15,7,11,N
576,70,860,59,59,59,59,61,61,61,59,63,63,63,62,69,69,69,62,66,71,71,71,66,65,66,66,66,65,55,48,58,71,37,64,42,48,67,69,40,37,62,72,53,65,33,89,67,62,67,74,62,66,57,72,71,71,64,9,11,9,10,12,V
577,70,862,59,59,59,59,60,60,60,59,61,61,61,61,66,66,66,61,65,69,69,69,65,65,66,66,66,65,59,49,64,69,49,49,70,59,80,72,59,59,62,71,59,69,59,75,67,68,73,70,49,59,49,69,66,64,59,8,14,9,11,8,V
578,70,863,65,65,65,68,67,67,67,68,67,67,67,68,67,67,67,68,66,65,65,65,66,64,62,62,62,64,67,64,53,70,38,70,35,55,68,72,70,71,71,64,73,64,63,76,72,65,58,62,66,64,53,65,61,61,57,14,7,11,12,9,V
579,70,864,68,68,68,65,67,67,67,65,66,66,66,64,62,62,62,64,51,52,52,52,51,49,49,49,49,49,60,71,75,65,66,66,61,63,62,71,54,50,66,66,57,69,68,62,73,74,43,29,73,65,58,72,47,32,30,6,12,14,16,10,N
580,70,866,68,68,68,68,68,68,68,68,67,67,67,66,62,62,62,66,55,54,54,54,55,53,51,51,51,53,64,71,54,67,73,70,64,36,49,71,67,67,65,69,62,76,67,59,74,64,66,43,71,63,56,71,43,36,33,13,15,15,16,13,N
581,70,867,68,68,68,62,67,67,67,62,64,64,64,61,60,60,60,61,46,49,49,49,46,44,45,45,45,44,29,71,66,62,62,66,44,41,51,74,54,62,66,67,60,70,71,74,75,67,69,29,75,53,68,71,23,27,23,11,9,14,12,6,N
582,70,868,64,64,64,70,67,67,67,70,68,68,68,69,61,61,61,69,55,49,49,49,55,52,43,43,43,52,66,62,47,64,58,74,67,40,53,71,90,82,90,60,82,65,70,69,57,62,44,25,65,66,55,71,35,35,33,8,11,7,7,15,V
583,70,869,70,70,70,69,69,69,69,69,67,67,67,69,63,63,63,69,58,55,55,55,58,55,51,51,51,55,68,71,64,65,71,70,65,55,61,72,72,78,66,67,66,75,64,76,68,72,50,37,70,60,69,61,55,36,31,10,11,10,13,11,V
584,70,874,56,56,56,57,57,57,57,57,58,58,58,60,62,62,62,60,67,69,69,69,67,68,71,71,71,68,58,39,65,68,38,58,59,46,61,62,62,63,59,64,55,57,63,81,81,49,80,72,54,56,45,55,73,72,70,16,7,12,16,9,V
