Overall,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
72,57,57,57,68,65,65,65,68,70,70,70,69,71,71,71,69,69,69,69,69,69,67,61,61,61,67,66,40,41,78,64,77,72,55,74,78,77,65,89,66,93,64,75,74,33,68,69,68,50,72,62,68,70,62,66,12,8,7,15,6,V
72,55,55,55,51,54,54,54,51,55,55,55,54,63,63,63,54,64,70,70,70,64,65,72,72,72,65,38,31,78,67,46,53,35,39,56,65,33,51,44,69,34,71,33,90,91,38,78,78,43,66,43,78,70,71,63,14,15,8,9,15,V
72,64,64,64,68,68,68,68,68,69,69,69,70,71,71,71,70,69,69,69,69,69,67,63,63,63,67,69,60,39,75,65,70,76,69,71,70,71,64,75,68,73,74,50,89,67,72,76,64,67,70,66,68,66,66,63,8,9,9,14,12,V
72,67,67,67,71,69,69,69,71,70,70,70,73,70,70,70,73,71,69,69,69,71,69,66,66,66,69,69,55,61,75,70,75,66,52,69,75,87,85,76,71,65,59,72,87,82,61,71,66,68,62,51,65,56,64,58,9,12,15,7,9,V
72,69,69,69,70,70,70,70,70,70,70,70,70,67,67,67,70,56,55,55,55,56,53,49,49,49,53,71,61,71,71,71,78,82,70,69,75,69,71,80,67,76,83,81,74,65,73,69,38,64,70,61,62,22,44,20,11,13,15,16,6,V
72,69,69,69,71,71,71,71,71,71,71,71,70,69,69,69,70,63,64,64,64,63,61,60,60,60,61,75,71,62,72,65,75,71,73,68,75,64,57,73,66,75,78,61,66,70,77,77,60,69,73,60,73,50,55,49,15,10,8,14,8,V
72,69,69,69,69,70,70,70,69,71,71,71,70,70,70,70,70,62,63,63,63,62,60,57,57,57,60,56,66,62,75,56,72,71,74,65,75,66,76,73,75,75,77,72,80,66,68,80,63,62,72,77,71,20,53,48,10,9,8,8,12,V
72,67,67,67,71,70,70,70,71,71,71,71,71,69,69,69,71,64,64,64,64,64,63,60,60,60,63,72,69,66,73,66,73,72,58,71,76,69,73,81,65,83,59,38,61,59,64,59,59,68,73,49,61,58,63,49,11,10,13,7,9,V
72,71,71,71,68,70,70,70,68,70,70,70,68,71,71,71,68,68,71,71,71,68,69,71,71,71,69,60,71,74,71,69,68,67,65,70,73,62,63,60,71,54,71,76,73,78,70,74,72,74,70,69,75,69,69,70,9,14,15,12,10,V
72,61,61,61,61,61,61,61,61,62,62,62,64,65,65,65,64,70,71,71,71,70,71,73,73,73,71,64,49,78,67,53,62,54,58,66,73,64,62,64,65,54,65,80,77,74,40,72,73,54,63,58,61,73,77,76,8,7,14,8,7,V
72,65,65,65,71,70,70,70,71,72,72,72,72,71,71,71,72,66,66,66,66,66,63,57,57,57,63,69,62,36,75,47,71,73,78,71,72,78,73,83,81,86,72,31,78,56,69,73,58,64,75,70,63,63,51,47,12,11,15,10,10,V
72,65,65,65,71,70,70,70,71,71,71,71,71,67,67,67,71,60,56,56,56,60,57,46,46,46,57,58,64,45,68,50,76,45,63,67,76,84,83,87,76,94,65,35,75,39,55,31,41,66,68,68,62,49,42,35,9,15,11,6,13,V
72,65,65,65,70,69,69,69,70,71,71,71,70,71,71,71,70,65,66,66,66,65,63,60,60,60,63,72,60,50,77,64,71,74,75,75,75,69,70,72,71,72,64,67,63,65,70,59,59,65,73,68,73,60,60,47,8,14,13,10,9,V
72,64,64,64,67,67,67,67,67,69,69,69,69,71,71,71,69,70,71,71,71,70,69,68,68,68,69,61,53,55,74,49,68,64,53,70,73,75,67,74,71,71,70,73,87,68,64,81,70,62,73,45,67,69,67,68,9,13,13,16,12,V
72,69,69,69,72,71,71,71,72,71,71,71,71,64,64,64,71,55,52,52,52,55,52,46,46,46,52,64,68,61,67,66,78,64,68,60,75,83,81,83,68,78,70,68,62,58,62,63,26,67,71,65,68,29,39,31,13,13,7,12,15,V
72,64,64,64,64,65,65,65,64,65,65,65,64,66,66,66,64,69,71,71,71,69,70,71,71,71,70,48,55,61,71,60,67,70,54,66,71,76,64,78,72,66,74,56,67,67,64,67,76,58,54,53,62,78,74,76,9,15,18,8,8,V
72,66,66,66,72,70,70,70,72,71,71,71,72,66,66,66,72,59,54,54,54,59,56,46,46,46,56,72,68,47,75,61,71,71,73,63,74,88,82,81,64,81,61,53,63,44,51,42,43,71,70,77,73,19,52,38,8,14,11,14,9,V
72,67,67,67,71,71,71,71,71,70,70,70,70,63,63,63,70,54,50,50,50,54,50,42,42,42,50,65,66,42,66,70,77,60,66,55,73,80,82,77,64,77,70,55,66,56,68,50,26,73,71,55,65,46,25,26,15,8,7,12,5,V
72,64,64,64,70,68,68,68,70,70,70,70,70,66,66,66,70,63,60,60,60,63,61,55,55,55,61,65,60,49,70,58,77,65,58,67,72,89,86,90,57,90,61,59,73,55,62,55,45,61,70,57,69,60,56,44,8,14,12,6,9,V
72,63,63,63,68,68,68,68,68,71,71,71,68,70,70,70,68,66,67,67,67,66,64,61,61,61,64,59,70,41,75,44,72,41,56,69,71,59,58,70,72,71,51,59,65,50,66,57,68,70,75,45,63,67,64,66,13,6,12,14,13,V
72,63,63,63,69,68,68,68,69,69,69,69,69,70,70,70,69,71,69,69,69,71,69,63,63,63,69,63,49,47,68,71,68,68,68,70,72,83,74,91,74,92,76,82,86,36,78,63,74,68,68,57,67,70,66,62,10,8,14,10,9,V
72,58,58,58,58,59,59,59,58,61,61,61,60,65,65,65,60,67,70,70,70,67,68,71,71,71,68,45,45,68,66,49,57,56,45,66,66,62,60,83,69,85,64,93,82,70,49,75,80,48,65,48,65,73,67,71,12,10,7,10,15,V
72,67,67,67,67,67,67,67,67,68,68,68,68,70,70,70,68,72,72,72,72,72,71,71,71,71,71,65,65,64,75,62,67,62,68,72,70,74,61,69,73,72,75,72,88,77,75,70,74,55,63,58,74,64,74,73,7,6,9,8,14,V
72,67,67,67,71,70,70,70,71,69,69,69,70,64,64,64,70,65,61,61,61,65,64,60,60,60,64,62,64,51,64,55,76,64,44,51,73,92,93,84,65,76,71,72,76,69,63,68,52,65,65,60,71,55,61,51,11,11,6,5,14,V
72,66,66,66,68,69,69,69,68,70,70,70,69,71,71,71,69,68,69,69,69,68,66,64,64,64,66,59,63,48,75,48,67,58,63,68,70,69,75,72,70,71,72,66,88,70,68,76,66,68,75,55,73,62,66,54,8,9,14,15,15,V
72,59,59,59,61,60,60,60,61,62,62,62,62,65,65,65,62,69,71,71,71,69,69,71,71,71,69,59,47,67,74,43,67,56,40,66,69,63,65,66,70,65,73,68,74,75,66,77,73,32,58,42,69,67,74,70,16,8,10,15,9,V
72,67,67,67,70,70,70,70,70,71,71,71,69,68,68,68,69,59,58,58,58,59,57,51,51,51,57,75,69,54,72,61,70,84,85,73,73,69,58,80,67,82,75,46,58,59,80,52,41,70,71,67,66,40,50,52,15,14,12,15,8,V
72,68,68,68,72,70,70,70,72,70,70,70,71,65,65,65,71,61,58,58,58,61,60,54,54,54,60,66,70,51,67,58,73,37,37,65,71,92,89,86,67,79,68,78,66,64,67,58,50,65,67,40,70,37,51,46,14,12,8,11,6,V
72,66,66,66,68,68,68,68,68,69,69,69,69,70,70,70,69,67,69,69,69,67,65,63,63,63,65,60,63,42,70,65,68,64,49,71,70,70,71,74,77,73,77,71,93,71,65,87,63,67,68,66,74,54,66,56,13,12,10,13,14,V
72,66,66,66,70,70,70,70,70,71,71,71,70,71,71,71,70,66,67,67,67,66,64,63,63,63,64,74,66,46,75,65,71,75,74,74,74,61,58,68,74,84,70,60,58,64,68,72,59,73,74,73,75,68,63,58,13,13,14,16,12,V
72,67,67,67,70,70,70,70,70,71,71,71,70,67,67,67,70,57,54,54,54,57,54,47,47,47,54,70,66,58,73,67,71,70,79,67,73,71,70,77,71,79,68,70,71,58,64,28,31,71,72,75,73,48,35,33,15,10,12,7,10,V
72,65,65,65,69,69,69,69,69,70,70,70,70,71,71,71,70,68,68,68,68,68,66,62,62,62,66,54,65,52,74,53,72,55,58,71,74,77,75,69,64,73,59,75,93,53,60,66,62,68,71,52,73,62,65,60,10,13,7,14,7,V
72,55,55,55,62,61,61,61,62,64,64,64,64,67,67,67,64,71,70,70,70,71,71,67,67,67,71,58,35,55,75,33,63,43,40,64,69,76,66,89,70,90,59,78,86,33,62,75,72,51,61,51,70,73,74,76,9,12,11,13,7,V
72,70,70,70,70,70,70,70,70,68,68,68,70,64,64,64,70,57,53,53,53,57,55,49,49,49,55,68,70,70,65,56,74,50,34,54,69,77,82,71,70,66,71,76,91,70,63,68,35,71,65,65,70,29,37,26,13,9,7,15,11,V
72,63,63,63,70,69,69,69,70,71,71,71,71,69,69,69,71,62,60,60,60,62,59,49,49,49,59,68,56,36,71,48,76,67,68,70,75,73,69,85,72,83,72,34,74,38,69,47,51,67,72,74,68,46,56,41,5,12,6,5,8,V
72,59,59,59,61,60,60,60,61,61,61,61,62,64,64,64,62,68,70,70,70,68,68,72,72,72,68,65,51,66,71,40,62,49,56,71,67,64,67,61,70,63,57,75,57,72,53,92,74,48,56,55,68,73,70,74,10,7,12,11,10,V
72,69,69,69,71,71,71,71,71,72,72,72,71,71,71,71,71,68,68,68,68,68,67,64,64,64,67,69,68,68,74,66,71,74,73,71,72,74,71,76,72,71,71,60,66,52,69,67,68,69,77,67,66,62,64,61,12,11,6,8,11,V
72,55,55,55,57,57,57,57,57,59,59,59,59,64,64,64,59,68,71,71,71,68,68,71,71,71,68,55,33,65,71,43,57,47,39,65,65,66,50,64,74,67,58,81,77,68,52,81,78,47,55,46,69,73,72,68,8,14,12,14,7,V
72,72,72,72,71,71,71,71,71,71,71,71,70,67,67,67,70,60,58,58,58,60,58,56,56,56,58,65,72,73,74,66,71,40,30,58,73,72,76,71,69,54,74,65,70,84,70,53,45,72,69,65,64,43,46,37,11,13,14,9,15,V
71,63,63,63,62,63,63,63,62,63,63,63,64,67,67,67,64,67,69,69,69,67,67,69,69,69,67,58,48,67,68,59,58,46,57,67,66,65,65,59,68,62,70,81,84,75,66,80,69,65,66,60,70,70,69,64,7,6,6,10,16,V
71,56,56,56,59,59,59,59,59,63,63,63,61,68,68,68,61,64,70,70,70,64,63,67,67,67,63,56,39,56,74,39,66,59,47,72,72,39,43,62,64,59,61,62,69,71,48,75,70,58,68,49,59,67,73,63,13,10,14,11,10,V
71,62,62,62,68,66,66,66,68,67,67,67,70,65,65,65,70,65,61,61,61,65,63,56,56,56,63,70,50,48,70,52,72,71,53,66,73,87,83,86,61,90,56,63,76,63,50,42,53,68,60,47,73,62,47,57,6,6,9,9,10,V
71,62,62,62,66,66,66,66,66,68,68,68,67,70,70,70,67,68,69,69,69,68,67,64,64,64,67,61,48,51,74,55,65,73,73,70,71,70,70,80,70,80,70,55,83,66,68,71,66,60,76,66,67,67,62,62,5,13,13,8,9,V
71,65,65,65,67,67,67,67,67,68,68,68,68,69,69,69,68,70,70,70,70,70,69,67,67,67,69,59,58,60,73,44,69,50,46,68,70,76,67,81,74,83,70,65,89,69,63,75,75,64,62,52,63,64,66,62,9,5,10,9,5,V
71,57,57,57,54,56,56,56,54,57,57,57,56,62,62,62,56,64,69,69,69,64,65,71,71,71,65,42,38,68,73,36,57,47,41,65,63,47,52,53,68,49,78,82,75,81,62,75,71,43,48,47,70,68,74,68,11,13,11,8,6,V
71,58,58,58,55,57,57,57,55,57,57,57,56,63,63,63,56,65,70,70,70,65,67,71,71,71,67,44,48,71,68,30,55,42,41,68,66,53,54,60,66,68,78,74,76,66,76,78,77,37,47,39,66,74,74,71,7,6,6,14,14,V
71,55,55,55,58,58,58,58,58,61,61,61,61,66,66,66,61,65,69,69,69,65,64,67,67,67,64,63,41,63,70,43,70,72,44,71,71,47,43,56,67,66,61,62,76,72,52,78,70,38,65,52,66,68,66,62,11,11,14,6,6,V
71,68,68,68,72,71,71,71,72,71,71,71,70,63,63,63,70,49,46,46,46,49,44,37,37,37,44,66,71,50,69,55,76,69,74,64,74,79,77,78,67,81,71,47,52,62,73,50,16,64,74,69,68,26,19,15,9,15,16,10,8,V
71,62,62,62,70,68,68,68,70,70,70,70,69,65,65,65,69,57,54,54,54,57,54,45,45,45,54,69,62,32,71,53,71,42,42,66,73,81,73,77,73,74,57,48,50,51,65,38,36,66,68,43,71,40,42,41,14,7,14,6,10,V
71,67,67,67,70,69,69,69,70,69,69,69,71,70,70,70,71,70,68,68,68,70,69,64,64,64,69,70,65,45,71,65,71,67,49,67,68,76,83,72,73,67,72,54,82,73,70,75,70,69,67,62,73,38,73,72,11,10,7,8,8,V
71,59,59,59,55,58,58,58,55,59,59,59,59,66,66,66,59,65,70,70,70,65,66,70,70,70,66,54,45,71,67,44,51,65,55,72,59,52,51,33,60,34,70,66,89,86,70,73,73,57,70,68,59,63,71,74,14,11,7,16,9,V
71,63,63,63,70,68,68,68,70,71,71,71,69,70,70,70,69,62,63,63,63,62,59,55,55,55,59,73,69,31,77,59,67,68,74,76,78,69,61,79,65,81,63,80,54,65,64,53,55,61,78,77,76,50,56,48,6,16,9,14,8,V
71,65,65,65,65,66,66,66,65,67,67,67,66,69,69,69,66,66,69,69,69,66,65,65,65,65,65,62,60,57,76,69,65,64,60,75,71,57,54,75,64,82,80,51,74,71,69,68,67,67,66,74,71,65,67,65,5,15,14,6,7,V
71,69,69,69,68,69,69,69,68,69,69,69,68,69,69,69,68,66,67,67,67,66,65,65,65,65,65,58,70,66,71,59,71,60,56,68,72,69,71,71,65,68,70,66,71,73,67,65,64,68,71,56,66,59,65,64,10,8,15,7,7,V
71,65,65,65,64,64,64,64,64,64,64,64,65,67,67,67,65,69,70,70,70,69,69,69,69,69,69,63,60,64,68,65,65,68,69,75,64,69,69,70,64,66,81,81,85,75,74,70,73,59,59,70,64,70,68,70,7,16,11,7,9,V
71,66,66,66,65,66,66,66,65,68,68,68,66,70,70,70,66,65,70,70,70,65,64,69,69,69,64,67,64,66,72,61,69,67,64,73,71,50,51,52,68,52,66,50,61,90,68,76,71,66,74,74,74,64,72,59,7,14,6,7,12,V
71,71,71,71,70,71,71,71,70,70,70,70,70,69,69,69,70,70,70,70,70,70,71,70,70,70,71,60,75,72,71,63,72,55,47,64,71,80,79,75,70,75,72,81,81,67,66,76,71,68,64,52,66,72,67,68,6,12,10,13,13,V
71,60,60,60,67,65,65,65,67,67,67,67,69,68,68,68,69,68,67,67,67,68,67,62,62,62,67,75,40,60,75,48,70,64,41,70,73,79,69,65,70,62,49,44,68,60,45,61,63,67,66,48,65,62,64,61,15,10,12,7,6,V
71,64,64,64,70,68,68,68,70,69,69,69,70,66,66,66,70,65,60,60,60,65,63,56,56,56,63,70,60,50,71,55,73,70,60,62,67,82,80,83,69,84,65,62,71,57,62,42,55,66,68,59,65,56,53,57,12,6,11,13,9,V
71,65,65,65,70,69,69,69,70,70,70,70,70,69,69,69,70,70,69,69,69,70,69,66,66,66,69,72,60,46,70,65,71,79,70,68,72,75,76,85,69,80,66,71,68,60,72,70,72,70,69,70,76,64,70,69,3,5,3,3,5,V
71,64,64,64,66,67,67,67,66,69,69,69,65,69,69,69,65,64,70,70,70,64,64,70,70,70,64,63,60,64,71,64,70,64,65,68,77,64,32,73,70,67,68,55,32,66,66,85,75,65,76,68,75,72,71,68,13,16,6,10,14,V
71,70,70,70,70,70,70,70,70,70,70,70,70,67,67,67,70,58,57,57,57,58,55,52,52,52,55,73,66,63,71,75,71,57,63,68,71,74,76,70,71,72,77,78,71,69,71,68,49,70,67,54,76,38,38,24,12,16,12,8,8,V
71,68,68,68,71,70,70,70,71,69,69,69,70,61,61,61,70,55,49,49,49,55,52,44,44,44,52,69,63,58,66,52,73,73,46,51,70,89,88,81,67,79,78,51,63,60,64,60,29,70,66,57,63,24,34,32,13,13,11,10,16,V
71,57,57,57,55,57,57,57,55,58,58,58,59,64,64,64,59,66,70,70,70,66,66,69,69,69,66,48,44,69,69,39,58,46,42,67,68,54,53,49,65,48,63,60,93,83,47,74,72,44,55,49,62,70,68,63,10,10,15,15,8,V
71,56,56,56,58,58,58,58,58,60,60,60,60,64,64,64,60,67,69,69,69,67,67,68,68,68,67,48,43,58,70,32,60,61,55,64,65,67,65,69,66,87,68,74,91,73,49,81,68,41,59,49,66,70,70,65,15,10,10,7,9,V
71,67,67,67,71,70,70,70,71,71,71,71,72,69,69,69,72,65,65,65,65,65,63,61,61,61,63,58,68,55,72,62,73,57,54,69,75,89,83,86,61,93,62,74,84,70,53,84,51,68,73,58,69,57,56,52,6,6,8,9,9,V
71,65,65,65,69,68,68,68,69,69,69,69,70,70,70,70,70,67,66,66,66,67,65,61,61,61,65,65,67,39,71,38,68,66,66,70,69,68,73,76,73,73,70,69,90,69,66,72,53,69,71,58,72,54,67,61,15,6,8,7,12,V
71,59,59,59,61,61,61,61,61,62,62,62,61,64,64,64,61,68,70,70,70,68,68,69,69,69,68,52,53,38,65,47,60,51,45,59,63,67,64,82,68,87,74,74,86,68,61,89,73,56,60,54,58,71,75,76,16,16,13,13,12,V
71,52,52,52,49,52,52,52,49,54,54,54,53,62,62,62,53,61,70,70,70,61,61,69,69,69,61,41,32,52,69,34,49,41,49,62,61,38,39,33,62,39,68,53,86,93,45,85,75,50,59,38,65,63,78,55,15,8,11,8,13,V
71,62,62,62,64,65,65,65,64,67,67,67,65,69,69,69,65,63,66,66,66,63,62,61,61,61,62,63,56,60,76,46,64,69,57,74,72,50,52,69,68,75,66,62,69,54,59,70,63,68,71,66,72,58,59,56,8,13,6,10,9,V
71,64,64,64,71,69,69,69,71,70,70,70,70,65,65,65,70,60,53,53,53,60,57,46,46,46,57,68,62,59,72,76,68,55,73,42,74,73,88,84,76,83,45,72,78,43,50,34,47,70,76,66,64,14,49,34,11,14,7,7,12,V
71,63,63,63,71,68,68,68,71,69,69,69,71,67,67,67,71,63,59,59,59,63,61,53,53,53,61,76,58,50,68,68,75,73,74,64,71,83,80,78,65,81,46,69,67,52,41,46,58,74,76,71,72,30,58,49,10,8,7,9,7,V
71,62,62,62,71,68,68,68,71,69,69,69,71,65,65,65,71,59,53,53,53,59,56,44,44,44,56,76,64,49,72,65,73,74,75,62,75,86,81,74,65,88,49,46,58,34,43,39,42,64,72,74,66,30,44,37,13,7,8,7,14,V
71,62,62,62,63,64,64,64,63,67,67,67,65,70,70,70,65,65,69,69,69,65,64,66,66,66,64,63,45,64,81,58,66,62,59,74,70,52,49,64,71,65,70,66,69,74,58,76,64,62,74,64,73,60,65,64,10,9,8,11,9,V
71,70,70,70,71,71,71,71,71,70,70,70,70,64,64,64,70,56,54,54,54,56,54,50,50,50,54,73,67,58,64,74,74,70,69,58,72,77,74,73,73,70,72,68,57,72,73,61,43,75,69,72,63,27,39,35,10,12,11,11,16,V
71,55,55,55,59,58,58,58,59,60,60,60,63,64,64,64,63,69,69,69,69,69,68,67,67,67,68,56,44,45,71,61,66,52,53,67,67,69,67,61,67,62,55,80,82,64,37,69,72,41,59,45,58,69,69,73,8,13,12,7,13,V
71,61,61,61,65,65,65,65,65,66,66,66,67,69,69,69,67,70,69,69,69,70,68,62,62,62,68,67,59,48,72,59,63,54,62,73,70,69,69,66,64,74,66,30,88,54,63,57,73,59,70,63,63,65,70,63,11,15,6,14,7,V
71,64,64,64,72,69,69,69,72,70,70,70,70,62,62,62,70,55,52,52,52,55,51,45,45,45,51,72,68,32,70,46,73,77,74,71,70,87,84,87,67,89,67,73,39,42,70,69,28,68,65,69,63,59,23,36,6,11,7,7,15,V
71,62,62,62,64,64,64,64,64,66,66,66,64,69,69,69,64,67,71,71,71,67,66,68,68,68,66,69,61,49,74,58,67,64,70,71,71,42,38,61,73,80,72,46,54,60,67,80,76,62,70,60,72,72,74,70,6,11,7,14,16,V
71,67,67,67,70,69,69,69,70,68,68,68,70,65,65,65,70,67,62,62,62,67,66,61,61,61,66,65,63,54,61,71,76,81,71,54,75,88,87,86,65,87,78,71,81,58,70,66,58,62,62,50,62,59,62,59,11,12,13,9,9,V
71,66,66,66,66,67,67,67,66,68,68,68,67,70,70,70,67,66,69,69,69,66,66,66,66,66,66,65,58,63,75,64,66,66,71,77,71,60,65,66,70,66,80,65,70,73,76,66,63,63,66,61,68,65,68,61,9,11,16,11,15,V
71,58,58,58,56,59,59,59,56,61,61,61,57,66,66,66,57,63,69,69,69,63,63,67,67,67,63,36,43,54,73,51,53,60,38,70,68,58,44,69,69,67,77,74,71,60,69,71,72,53,59,70,69,73,70,66,16,15,14,6,14,V
71,66,66,66,69,69,69,69,69,70,70,70,69,68,68,68,69,62,63,63,63,62,60,59,59,59,60,71,63,62,74,67,70,69,69,69,74,69,65,75,68,80,69,64,54,65,68,70,61,65,73,72,75,58,49,43,10,6,9,10,15,V
71,61,61,61,68,66,66,66,68,69,69,69,69,65,65,65,69,56,54,54,54,56,53,46,46,46,53,67,56,43,74,53,76,55,52,65,75,67,65,77,70,75,54,56,66,67,43,52,29,62,75,51,65,31,34,46,11,12,11,13,13,V
71,63,63,63,61,64,64,64,61,65,65,65,62,69,69,69,62,64,70,70,70,64,64,69,69,69,64,63,58,67,70,58,64,65,68,74,71,37,34,52,70,59,78,68,62,78,75,68,72,60,75,69,65,72,69,69,7,13,9,7,13,V
71,62,62,62,65,64,64,64,65,67,67,67,66,69,69,69,66,67,69,69,69,67,66,66,66,66,66,67,56,64,74,49,69,68,55,75,68,66,60,64,67,65,69,66,69,63,65,73,71,51,73,49,73,62,69,64,6,13,6,13,11,V
71,69,69,69,70,70,70,70,70,70,70,70,69,63,63,63,69,54,50,50,50,54,51,45,45,45,51,59,67,64,67,66,78,73,61,59,74,78,77,81,64,69,74,74,67,64,72,45,37,66,66,71,68,30,24,32,16,15,9,6,11,V
71,61,61,61,61,63,63,63,61,65,65,65,63,69,69,69,63,64,71,71,71,64,62,66,66,66,62,42,59,51,79,31,69,48,38,77,69,47,47,64,70,65,73,63,78,71,54,82,67,56,62,36,72,69,65,61,8,15,14,9,6,V
71,51,51,51,62,60,60,60,62,66,66,66,64,70,70,70,64,66,69,69,69,66,64,61,61,61,64,58,31,35,73,31,66,67,55,74,79,65,37,90,75,83,44,63,72,57,49,36,72,53,73,56,78,66,72,53,15,9,6,9,13,V
71,63,63,63,65,65,65,65,65,67,67,67,66,70,70,70,66,67,69,69,69,67,66,65,65,65,66,67,54,60,72,63,64,68,65,71,71,57,54,69,69,67,73,58,78,63,68,66,71,68,72,58,73,66,64,63,13,14,14,16,8,V
71,65,65,65,68,68,68,68,68,69,69,69,67,67,67,67,67,59,59,59,59,59,57,53,53,53,57,65,65,54,71,59,71,70,63,66,73,61,63,74,71,63,73,68,58,57,74,47,48,59,74,59,70,57,45,43,14,7,12,15,6,V
71,59,59,59,58,58,58,58,58,59,59,59,60,64,64,64,60,66,70,70,70,66,66,72,72,72,66,53,39,73,71,50,63,53,51,68,74,53,56,64,63,68,68,68,75,87,53,77,70,50,47,49,68,71,70,69,7,13,12,15,7,V
71,64,64,64,69,68,68,68,69,70,70,70,69,70,70,70,69,63,65,65,65,63,61,58,58,58,61,66,61,45,74,63,72,80,77,73,73,69,70,72,65,77,72,54,70,57,71,57,58,63,72,59,73,64,66,32,15,8,9,11,7,V
71,64,64,64,67,67,67,67,67,70,70,70,67,68,68,68,67,56,58,58,58,56,54,49,49,49,54,54,58,53,76,62,68,65,51,73,74,70,71,82,64,80,68,46,66,70,66,34,42,62,74,57,73,42,45,34,12,11,6,15,6,V
71,64,64,64,68,67,67,67,68,69,69,69,70,70,70,70,70,70,69,69,69,70,69,65,65,65,69,63,56,57,73,47,68,53,49,71,69,78,78,84,73,84,63,74,90,65,65,75,69,62,70,42,61,63,61,64,7,14,15,11,8,V
71,68,68,68,71,70,70,70,71,70,70,70,70,64,64,64,70,55,52,52,52,55,52,46,46,46,52,68,67,46,65,58,74,67,65,62,73,76,76,79,73,75,72,72,61,58,66,65,35,75,67,72,65,43,21,35,14,14,10,9,12,V
71,55,55,55,50,53,53,53,50,54,54,54,53,61,61,61,53,62,69,69,69,62,64,72,72,72,64,37,33,70,68,35,53,41,34,61,54,46,45,38,59,41,71,48,82,93,51,86,74,54,56,55,68,69,75,72,10,10,9,14,13,V
71,69,69,69,65,67,67,67,65,66,66,66,66,69,69,69,66,67,70,70,70,67,67,69,69,69,67,50,57,71,72,70,70,54,46,69,71,65,64,58,66,66,84,61,87,83,73,83,69,68,58,69,64,58,69,67,11,9,13,12,11,V
71,63,63,63,63,64,64,64,63,66,66,66,64,69,69,69,64,66,70,70,70,66,65,68,68,68,65,63,59,60,70,59,63,68,78,74,70,58,45,56,63,63,74,63,71,74,73,71,72,63,75,65,68,68,72,64,15,6,10,8,16,V
70,66,66,66,65,67,67,67,65,68,68,68,64,68,68,68,64,62,67,67,67,62,62,66,66,66,62,49,74,58,74,49,63,48,47,65,73,58,57,55,71,50,65,58,55,73,75,59,68,60,70,39,56,75,67,51,8,11,11,6,9,V
70,64,64,64,69,67,67,67,69,67,67,67,68,61,61,61,68,55,49,49,49,55,51,40,40,40,51,67,61,46,66,58,74,71,44,57,72,77,79,87,71,90,71,60,75,32,68,61,25,67,51,64,59,25,34,31,11,14,12,10,12,V
70,55,55,55,60,58,58,58,60,58,58,58,63,61,61,61,63,69,65,65,65,69,69,66,66,66,69,69,28,58,62,36,65,58,49,59,64,76,75,73,64,72,56,64,90,71,52,73,63,59,47,44,61,62,73,72,7,10,8,13,15,V
70,59,59,59,59,61,61,61,59,63,63,63,62,69,69,69,62,66,71,71,71,66,65,66,66,66,65,55,48,58,71,37,64,42,48,67,69,40,37,62,72,53,65,33,89,67,62,67,74,62,66,57,72,71,71,64,9,11,9,10,12,V
70,59,59,59,59,60,60,60,59,61,61,61,61,66,66,66,61,65,69,69,69,65,65,66,66,66,65,59,49,64,69,49,49,70,59,80,72,59,59,62,71,59,69,59,75,67,68,73,70,49,59,49,69,66,64,59,8,14,9,11,8,V
70,65,65,65,68,67,67,67,68,67,67,67,68,67,67,67,68,66,65,65,65,66,64,62,62,62,64,67,64,53,70,38,70,35,55,68,72,70,71,71,64,73,64,63,76,72,65,58,62,66,64,53,65,61,61,57,14,7,11,12,9,V
70,64,64,64,70,67,67,67,70,68,68,68,69,61,61,61,69,55,49,49,49,55,52,43,43,43,52,66,62,47,64,58,74,67,40,53,71,90,82,90,60,82,65,70,69,57,62,44,25,65,66,55,71,35,35,33,8,11,7,7,15,V
70,70,70,70,69,69,69,69,69,67,67,67,69,63,63,63,69,58,55,55,55,58,55,51,51,51,55,68,71,64,65,71,70,65,55,61,72,72,78,66,67,66,75,64,76,68,72,50,37,70,60,69,61,55,36,31,10,11,10,13,11,V
70,56,56,56,57,57,57,57,57,58,58,58,60,62,62,62,60,67,69,69,69,67,68,71,71,71,68,58,39,65,68,38,58,59,46,61,62,62,63,59,64,55,57,63,81,81,49,80,72,54,56,45,55,73,72,70,16,7,12,16,9,V
70,66,66,66,68,67,67,67,68,68,68,68,69,69,69,69,69,68,68,68,68,68,68,67,67,67,68,70,62,69,76,69,72,65,61,70,74,70,70,63,60,69,66,59,68,64,65,64,61,63,66,59,68,64,73,71,8,9,9,8,9,V
70,65,65,65,68,67,67,67,68,68,68,68,68,65,65,65,68,57,57,57,57,57,54,50,50,50,54,64,65,50,70,52,68,66,66,65,68,75,71,77,63,77,65,70,71,68,62,54,46,71,73,66,66,42,43,31,12,13,14,8,9,V
